,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.318917602523774,0.0687188503341987,0.0831598089865984,0,0,0,0,0,0,0.185578573915853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106066363940626,0.0167909332886074,0,0,0,0,0,0,0,0,0,0,0,0,0.0322547740354006,0,0,0,0,0,0,0.139792806538211
X601939.CH.EQUITY,0.458112017082118,0,0,0.151440953259013,0,0,0,0,0,0,0.112361464172007,0,0,0.029739864219644,-0.110091845919712,0,0,0,0,0,0,0,0,0,0,0.18983694589902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768430930374534,0.0897087973906094,-0.00582807899442439
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29576058896521,0.0947904707646831,0,0,0.175340725262985,0,0,0,0,0,-2.16840434497101e-19,0,0,0.189280924160653,0,0,0,0,0,0,0,0.0473584400505158,0,0,0,0,0,0,0,0,0,0,0,0.123183896744852,0,0,0,0,0,0,0,0,0.000564741226947863,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.49401830620113,0,0,0,0,0,0.241834476189701,0,0,0,0,0,0.241671210341357,0,0.0661827723077279,0,0,0,0,0,0,0,0,0,0.0591141803420323,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.574389624722845,0,0,0,0,0,0,0,0.0851141616892465,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0582552627728457,0,0,0,0,0,0,0,0,0,0.192261383051776,0,0,0,0,0,-8.67361737988404e-19,0,0.281962514140057,0,0.00991398493839363,0,0,0,0,0,0,0,0,0,0.278348096846941,0,0,0,0,0,0,0,0,0.0691330398992504,0.0482535060610905,0,0.017658149952804,0,0,0,0.100105821168306,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0860423195318542,0,0,-0.171366276438901,0,0,0,0.14715274546069,0,0,0.336164104053779,0.0364535230621378,0,0,0,0,0,0,0,0.0368646223083079,0,0,0,0,0,0,0,0.0847802302430186,0,0.0604368851744858,0,0.25067050647748,0,0,-0.041179750431562,0,0,0,0,0,1.73472347597681e-18,0.127444570570526
X601658.CH.Equity,0,0,0,1.38777878078145e-17,0.301777574408467,0,0,0,0,0,0,0,0,0.238283165036326,0,0,0,0,0,0,0.226737916586801,0,0,0,0,0,0,0,0.0711425358962424,0,0,0,0,0,0,0,0.00587053901031334,0.112655982516586,0,0,0,0,0,0,0,0,0,0,0,0.230683100132331,0
