,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0193168095281568,0,0.164865975753291,0,0,0.110456629031201,0,0.246170263600166,0,0,0,0,0,0.189959215696239,0,0,0,0,0,0,0,0,0,0,0,0,0.0424125684332963,0,0.13789005984517,0,0,0,0,0,0,0.0288908656942064,0,0,0,0,0,0,0,0,0,0,0.0491127486377672,0,0.00614874737552467,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0
X601939.CH.EQUITY,0.269214577837691,0,0,0,0,0,0,0,0,0,0,0,0,0.413717663340199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191905125865742,0,0,0.108131721219304,0,0,0.00678227243420199,0,0,0,0,0.00386110529495977,0,0,0,0
X601288.CH.EQUITY,0.352861642875857,0,-8.67361737988404e-19,0,0,0.499083041444264,0.00603925241344428,0,0,0,0,0.0101269433492047,0,0,0.0388035031069674,0,0,0,0,0,0,-0.0328367674157449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195007154652819,0,0,0,0,0.0900770224650531,0,0,0.00900920678291615,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0733718606039567,0,0,0,0,0.428694414254156,0,0.186949909280136,0,0,0,0,0,0,0,0.596755548190329,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.0338351104871163,0,-0.206910936402352,0,0,0,0,0,0,0,0,0,-0.232660444087296,0.107038021006123
X601988.CH.EQUITY,0,0.0659459389097812,0,0,0,0,0,0,0.0804472725466351,0,0,0,0,0.0117519144659094,0,0,0,0.219527502337833,0.127636877584325,0,0,0,0,0.298489901608231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1386125618591,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138198276349978,0,0,0,0,0,0,0,0.375929813647025,0,0,-1.73472347597681e-18,0.178682851315816,0.225346709070113,0,0,0,0,0,0.0107588370673458,0,0,0.27820583047733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497798591262121,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303499308717555,0,0,0,0,0,0.205215161365069,0,0,-0.240726785171551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600805143899723,-0.0975803602734429,0,0,0,0,0,-0.0270380110621876,0,0,0,0.749721551610511,0,0,0,0,-0.0866115750445649,0.621604385806981,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719102269450314,0,0,0,0,0,0,0,0,0,0.138347007396615,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0631373310699899,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0351967218228902,0,0,0,0.436438185993937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221572582665132,0,0,0,0.062284975879851,0,0,0,0,0.417784844792751,0.000245812953178091,0,0,0,0,0,0,0,0.0739429199160343,0,0,0.144611530997885,0,0,0,0,-0.216378157888221,0,0,0.104701084541005,-0.0466347573919297
X000002.CH.EQUITY,0,0,0,0.126568901933243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323606325029412,0,0,0,0.568431105861026,0,0,0,0,0.0174916650949328,0,0,0.0968223116591752,0,0,0,-0.0668810564572728,0,0,0,0,0,0,0,0.0353451088872028
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347097422778601,0.0079715002270749,0,0,0,0,0.171282105041818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300934577695511,0,0,0,0,0.0967340353914783,0.075511338854211,0,0.178992563042435,0,0,0
X388.HK.EQUITY,0,0,0,0.041683670542592,0,0,0,0.092149705915997,0.0281463188454213,0,0,0,0,0,0,0.122364290969016,0,0,0,0,0,0.055761603867021,0.355898568705601,0,0,0,0.0210057310853936,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.095038413298439,0,0,0,0,0,0,0.046210813496675,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0867824799038266,0,0,0,0,0,-0.121324977538563,0,0,0,0,0,0,0,0,0.0906341301565308,0,0,0,0.129168093606689,0,0,0,0,0,0,0,0.00790905286154816,0.00595914328876478,0,0.274715919318626,0,0,0,0.0364937351769763,0,0,0,0,0,0.176049500433591,0,0,0,0,0.165065431863103,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.145528727565981,0.241113617406156,0,0,0.328778982205777,0,0,0.0729755272480173,0,0,0,0,0,0,0,0,0,0,0,0.0263654372681779,0,0,0,0,0,0,0,0,0,0,0,0.232746975824295,0.0173364732527453,0,0,0,0,0,0,0,0,0,0,0
