,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.111067158597907,0,0.0506069867458923,0,0,0,-0.0758069690151204,0,0,0,0.482558459921946,0,0,0,-0.0724062145089576,0,0,0,0,0,0,0,0,0,0,0,0,0.0567646954233234,0,0,0,0,0,0,0,0.0897105802548927,0,0,0,0,0,0.218745447587388,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0
X601939.CH.EQUITY,0.328703453371443,0,0,0.292478984939234,0,0.0892502868263778,0,-0.0475376857494723,0,0,0,0,0,0,0.136762620631632,0.0323169565886313,0,0,0,0,0,0,0,0.0719087915893513,0,0,0,0,0,0,0,-0.0111840428727481,0,0,0,0,-0.108558702794134,0,0,0.333887261763662,0,0,0,0,0,0,-0.0403661934310626,0,0,0.0117973130481969,0,0
X601288.CH.EQUITY,0.371795431223592,0,0.124123762060115,0,0,0.235335600700743,0,0,0.111793771841396,0,0,0,0,0,0,0,0.0645947646895463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110211418843781,0,0,0,0,0,0,0,0,0.177104712507469,0,0,0
X5.HK.EQUITY,0,0,0.0436391550633184,0.246171208313813,0,0.113711520460508,0,-0.401202320707358,0,0,0,0,0.100728954334833,0,0,0,0,-0.0126170512708022,0,0,0.408904476818148,0,0,0,0,0.515499829993754,0,0,0,0,0.0183709479231949,0,0,0.111300399342135,0,0,0,0,0,0,0,0,0,0,-0.216409402227528,0.0199631934513994,0.118903657065418,0,0,0,0,0
X601988.CH.EQUITY,0.1902611424407,0,0.216668684638579,0,0,0,0,0,0.150360856643158,0,0.0704253057199905,0.187700567935436,0,-0.292364397906622,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.180360196702012,0,0,0,0.0926797815436919,0,0,-0.0460757415459666,0,0,0,0,0,0.0456197630076343,0,0,0,0,0,0,0.0507046810538399,0.0377438676658608,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.108611311066205,-0.0512839211020152,0,0.255990386204008,0,-0.0451081551577209,0.0108254688164434,0,0.346787258257924,0,0.244801360173984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767214500472719,0,0,0.083121115747656,0,0,8.67361737988404e-19,0.123689131945343,0,0.038618043731618,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.243585669615268,0.25178365891443,0,0,0.121806968229426,0,0,0,0,0.032243565883501,0,0,0,0,0,0.0351405720007549,0,0.0676543050488543,0,0,-0.164627377729911,0,0,0,0,0,0,0.191099161185695,0,0,-0.278984714111582,0,0,0,0,0,-0.10816593102703,0,0,0,0,0,0.0383670321724759,0,-0.0895368910153482,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703870248580709,0,0,0,0,0,0,0,0.324453657893548,0,0,0,0,0,0,0,-0.0613828073965796,0,0,0,0,0,0.0183793525574557,0,0,0,-0.194509689031888,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.52934354828082,0,0,0,0,0,0,0,0,0.183220197017903,0,0,0,0,0,0,0,0,0,0,0.0446566060213654,0,0,0,0,0,0,0.127611012511349,0,0.0357362607783323,0,0.078394317673328,0,0,0,0,0,-0.0316406958664291,0.0176511485016317,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.159134383725498,0,0,0,0,0.435998624846722,0,0,0.0120926097108132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806777494760774,0,0,-0.0395592149140498,0,0,0,0.0434997101876405,0,0,0,0,0,0,0,0,0,0,0,0.0470206664804111,0,0.169054798906425,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337653519245617,0.031378632819135,-0.159330069458557,0,-0.00852264195561182,0,0.205924792344787,0,0.000835665472862793,0,0,-0.16891150580201,0.293349490873973,0,0,0,0,0.11388173030259,0,3.46944695195361e-18,0,0,0.103774945954696,0,0,0.0264055821400672,0.0399535578007103,0,0,0,0,-6.93889390390723e-18,-0.0228050336917813,0
X000001.CH.EQUITY,0,0.100870105334279,0.0925156546432452,0,0,0,0.0291945505139181,0,-0.00221028176339935,0,0.212822010590021,0,0,0,0,0.0105063641231577,0,0,0,0,0.178181303125113,0,0,0,0,0,0.195815820097643,0,0,0.0862782121870343,0,0,-0.224499941266402,0,0.103789845541886,0.0358121519952545,-0.114749338811127,0,0,0,0,0,0,0,0,0,0,0.286943796053571,0,0,-0.0125840975985325,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.285644157580658,0,0,0,0,0,-0.0860552458434267,0,0,0,0,0,0,0,0.0373918015755644,0,0,0,0,0,0,0,0.335080879267992,0.0304394294181596,0,0,0,0,0.228664287817896,0.211807114025668,0,-0.0767654516517403,0,0,0,0,0,0.0322352013126701,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.0188200607680835,0,0,0.0807312883468122,0,0,0,0,0.0808987202450441,0,0,0.156484686050799,0,0.307428696291811,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.292727089695661,0,0,0,0.336416386142218,0,0,0,0,0,0,0,0,-0.143656237708414,0,0
X388.HK.EQUITY,0,0,0.188877372669789,0.083774848475139,0,-0.0210592280714129,0,0.263539741635827,0.0137819363408605,0,0,0,0,0.0346667004917448,-0.028424214592281,0,1.73472347597681e-18,0.0837644104582302,0,0,0,0,0.051069916267205,0,0,0,0,0.201892345653719,0,-0.0115906262369676,0,0,0.0505676868770553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650420391385468,0,0.0116201688690702
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793076586600541,0.0368248542752112,0,-0.0724398034767605,0,0,0,0,0,0,0,0.115327688363574,0,0,0,0,0.0416082307794833,0,0,0,0,-0.0962089047144853,0.28619892352176,0,0,0,0,0,0.350073008122513,-0.116800130036761,0,0,0,0,0,0,0,0,0
