,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0977402725901744,0,0.156543854467959,0,0,0,0,0,0.123543717091898,0,0.170952552108988,0,0,0,0,0,0,0,-0.0438728789945244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157099140886222,0,0,0,0.193484629549106,0,0,0,0,0,0,6.93889390390723e-18,0.0212209785864983,0.166070179436786,0,0,0,0
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.41066160344883,0,0,0,0.0257643587474057,0,0,0,0,0,0,0.0937304170588267,0.0150143182680547,0,0.091474839270666,-0.107580539860008,0,0,0,0,0,0,0,0.0936188767631985,0,0.0879819886168242,0,0,0,0,0,0,0,0,0,0,0,0.0881892677280607,0,0,0.428275139835233,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.271271430048289,0,0.121472315282658,0,0,0.368122265258248,0,0,0,0,0.0903746526637656,0,-0.0386001358453612,0,0,0,0.0885476006521276,0,0,-8.67361737988404e-19,-0.0296003939583819,0.0338680351537473,0,0,0,-0.0915506979535929,0.00786636191912864,0,0,0,0,0,0,0,-0.107871715303066,-0.043094175587019,0,0,0,0,0.224685984938371,0,0,0,0,0,0,0.10963616120537,0,0,0,0
X5.HK.EQUITY,0,-0.200076942787,0,0.228290891920323,0,0,0,0,0,0,0,0,0.166915473964412,0,0,0,0,0,0,0,0,0.45340956007925,0,0,0,0,0,0,0,0,0.369488997339507,0,0.0345416573266203,0,0,0,0,0,0,0,0.0356491307572714,0,0,0,0,0,0,0.170963580837651,-0.0909650733674338,0,0,-0.0910212525948969
X601988.CH.EQUITY,0.223837975617805,0.0857133398263095,0.0960949713643886,0,0,0,0,0,0.216714862429115,0,0,0.266303084564806,0,-0.0700346492749673,0,0,0,0,0,0,0,0.0289494218357279,0,0,0,0.0489339596549783,0,0,0,0,0,0,0,0.181373592052815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829920728556924,0,0,0,0.117669501971242,0,0,-0.120424520756553,0,0.0325830070800761,0.238258720845513,0,0,0,0,0.0170024190589349,0,0,0.0662875677140387,0.0609140544581161,0.095124446152791,0,0,0,0,0,0.019657100493779,0.207803576588297,0,0.0283384936431032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.112604346059762,0.261668111699837,0,0,0.0398916489617068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285328029130215,0,-0.12859860271898,0,0,0,0,0.229530296312976,0,0,0.0450552231053034,-0.228103939302692,0.0260052296986751,0,0,0,0,0,0,-0.0536259263787804,0,0,0.0230100514981791,0,0,0,0,0,0.104418952572054,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.289384862962025,-0.407756387304459,0,0,0,0,-0.120532445713111,0,0,0,0.329475643679528,0,0.617877923080332,0,0,-0.0207087874107595,0,0,-0.194480545987496,0,0,0.0619147089368881,0,0,0,0,0,0,0,-0.409665872185351,0,0,0,0,0,0.758873190151032,0.0642737350615284,-0.130479715674853,0,-0.449484977778366,0,0
