,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.138338414046493,0,0,0,0,0,0,0,0,0,0,-0.0966299661174981,0,0.431991778845476,0.688345502808595,0,0.0393782224673312,0,-0.127768670129118,0,0,-0.0832280446595808,0,0.107792857700717,0,0,0,0,-0.133941430601554,0,-6.93889390390723e-18,-0.338795647928801,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.196906165524081,0,0,0,-0.0285226683225078,0,0,0,0,0.118784101312901,0,0,0,0,0.253241075485547,0,0,0,0,0,0,0,0,0,0.0869052689140573,0,0,0,0,0,0,0.402528481307079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.806388481272114,0.0267746703405804,0.0571416672028647,2.16840434497101e-19,0,0,0,0,3.46944695195361e-18,0,0,0,0.0296889676543812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431782955233418,0,0,0,0.0434853382541344,0,0,0,0,0,0,0.0467092896624911,0,0,0,0,0.00130410773716241,0,0,0
X601288.CH.EQUITY,0,0,0.92192316835557,0,0,0,-0.0679087338293995,0,0,0,0,0,0,0,0,0,0,0.116146088326551,0,0,0,0,0,0,0,-0.0148024448750711,0.0590175241968072,0,0,0,0,0,0,0,0,0,0,-0.103034350281369,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0472283408046137,0
X601988.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,1.12023105390209,0,0,0,-0.142839320020291,0,-0.160402227234063,0,0,0,0.10421715590936,0,0,0,0,0,-0.0625926832352712,0,0,-0.221311203131387,0,0,0,0,0.061260717857642,0,0,0,0,0,0,0.0128526026418278,0,0.13814173029893,0,0,0,0.0996009638945621,0
X600036.CH.EQUITY,0,0,0.385232801644083,-1.73472347597681e-18,0,0,0,0,0.00825907407981175,-4.33680868994202e-19,0,0,0,0,0,0.132297944391416,0,0,0,0,0,0,0,0,0,0,0.189584366866522,0,0.0163772936277765,0,0,0,0.180822226705107,0,0,0,0,0,0,0,0,0,0,0,0.0211773387706497,0,0,0,0,0.0101986863018761,0.00723340470837004,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.913197720820263,0,0,0,0,0,0,0,0,0,0.101059443275863,0,0,0,0,0,0,0,0,-0.114306181344051,0,0,0,0,0,0.0798038254499179,0,0,0,-0.0830537199035038,0,-0.0587210850745105,0,0,0.0164912786735846,0,0,0.0379507626574876,0,0.057646382412242,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,5.33119886610557e-05,0,0,0,0,0,0,0,0.199025338815628,0,0,-0.267328465729414,0,0.14547862462131,0.102101468763377,0,0.14300684907077,0,0.332472904426662,0,0,0,0,0,0,0,0,0,0,0.0226505069452707,0,0,0,0.317164648437438,0,0,0,0.038623161472669,0.12107717482217,-0.0576462691162096
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733033270740197,0,0,0.27403674485084,0,0,0,0,0,0.285452130447046,0,0.277127539919232,0.0303518508770304,0.109221817896972,0,0,0,0,0.0293062228401564,0,0,0,0,0,0,-0.160296144937914,0,0,0,0.100143129998778,-0.10101732458253,0.0280938043135759,0,0,0,0,0,0.223157463897634,0
X388.HK.EQUITY,0,0,0,0,0,0,0.246382253788822,0.0161213183303263,0.0234472729446301,0,0,0,0,0,0,0,0,0,-0.243205498238079,0,0,0,0,0,0,0.361938046361659,0,0.0114908618824385,0,0.0940853959218368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225857711162825,0,0.0125017842082787,0,0,0.080917402435758,-0.24352582353332,-0.0507723852812602,0
