,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.209843758008804,0,0.202198059066631,0,0,-0.069240192764573,0,0,0,0,0,0,0,0,0.11386664120439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637295866000037,0,0,0,0.0402341033785346,0,0,0,0,0,0,0,0,0.277609004864466,0,0,-0.0683650427304316,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0832932127095486,0,0,0.0383505265418787,0,0,0.152605452514075,0,0,0.0118871685975441,0,0,0.394032609873589,0,0,0,-0.0777007532225089,0,0,0,0.0962135342668441,0,0,0.14136550557302,0,0,0,0.228527425449083,0,0.126275139183257,0,0,0,0,0,0,0,0,0,0,0,0.018528594730131,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.179500415085084,0,0.323351112641142,0,0,0,0.014431770858194,0,-0.168523872441535,0,0,0,0,0,0,0,0.0144583450023969,0,0.605504367322444,0,0,0,0,-0.0361523607802968,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385754560109023,0,0,0,0,0,0,0,0,0,0,-0.116605344694814
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0719355357101344,0,0,0,0,0,0,0.282703334505723,0,0,0,0,0.0216802503282624,0,0,0.107544249545861,0,0,-0.205458297501297,0,0,0.0698426088856148,0,0,0.350779575403313,0.283811562043725,0,0,0,-0.000820655638828291,0,0,0,0,0,0,0.11048670170573,0,0,0.0160063599715033,0,-0.0584545610325084,0
X601288.CH.EQUITY,0.0888676354278071,0,0.0385422204132896,0,0,0,0,0,0,0.0379736166981636,0,0,0,1.73472347597681e-18,0,0.550292202886032,0,0,0,0,0.0749358894813085,0,0.157606404467162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108449680861913,0,0,0,0,0,-0.0441113408344374,0,0.0416017695384074,0,0,-0.011132742903365,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0273607993379632,0.225672968537975,0,0,0.225406163072291,0.299028527969148,0,0,0,0,0,0,0,0,0,0.119628801291663,0,0,0,0,0.173155701266209,0,0,-0.0245486166691901,0,0,0,0,0,0,0.0793612465753197,-2.16840434497101e-19,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.151798581023067,0,0,0,0,0,0,0,0.0383700479927403
X1299.HK.EQUITY,0,0,-0.169214272826368,0,-0.113168337912575,0.105958042680119,0,0,0,0.249145132290523,0,0,0,0,0,0,0,0.0244631289782486,0,0,-0.116511814630017,0,0,0.167369383199115,0,0,0.474602932153039,0,0,0,0,0,0,0,0,0,0,0.00882637217643548,0,0.0338327187501006,0,0.148984393595061,0,0,-0.0433447465370694,0,0,0,0,0.163797013308111,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623404346640087,0,0,0,0,0,0,-0.15305485858812,0,0,0.027394946659026,0,0.0161733023795858,0,0,0,0,0.124449365506899,0.448638216333753,0,0,0,0.134097381868817,0,0,0,0,0,0,0,-0.175576482826474,0,0.257706654632873,0,0.2325360311046,0,0,0,0,0.174206957127431,0,0,0
X388.HK.EQUITY,0,0.0474981704105475,0,0,0,0,0,0,0,0,0,0,0,0.133667109974587,0,0,0,0,0,0,0,0,0,0.0485609919337226,0,0,0,0,0,0,0,0.369341944826165,0,0.0938876097929802,0,0,0.104831423357363,0,0.235031904713885,0,0,0.0321052799295405,-0.248502077706666,0,0,0.332624185091481,0,0,0,0,0.0200612694363213,0
X601658.CH.Equity,0.0905865036164195,0.0764842680469653,0,0,0,0,0,0.111488422605619,0,0,0,0,0,0.0878085411036335,0,0.291697175446464,0,0,0.0514094587284099,0,0,0,0.0362267555931914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714415722551507,0,0,0,0,-0.116330508654636,0,0,9.70298016922944e-05,0.199762174134015,0.0386070270980235,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569791237111318,0,0,0,0,0,0,0,0,0,0.0382255602491273,0,0,0,0,0,0.323838572307065,0,0,0,0.0299105267768804,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0604061805116523,0,0.19530644567968,0,0.204829220085408,0.0614321179479238,0,0,0.0216667156310034,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149183309179019,0,0.451533713537443,0,0.0610236374427871,-0.012401564961043,0,0,0,0.0847694965948629,0,0,0,0,0,0,0,0,0.041664657507174,0,0,0,0,0.190866578286762,-0.0469771961193249,0,0.0973592762570586,0,0,0,-0.0547173702309567,0,0,0,0.193882829326598,0,0
X000001.CH.EQUITY,0,0,0.0363049913238243,0,0.00332085915374736,0.552476354250249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254885043105397,0.0538376275336055,0.0555138052895991,0,0,-0.248060758108342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
