,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.123486524952569,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158735049403082,0.0326993811189835,0,0.629650889493671,-0.268752079932584,0.515139981256014,0,0,0.0352604785350572,-0.1368664181146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062057546719517
X601318.CH.EQUITY,0,0,0,0,0,0.208955511038676,0,0,0,-0.0759038539239465,0,0,-4.33680868994202e-19,0.126902575572566,0,0,0,0.0385357920122168,0,0,0.0176959669682996,0,0,0,0,0,0,0,0,0,0.155551750953782,0,0,0,0,0.253735912050704,0,0.104257615341329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207295619180678
X601939.CH.EQUITY,0,0.0477466061571397,0,0.795753465686416,0,0,0,0,0,0.0469485237916715,0.0303015131769139,0,-0.0276155687313216,0.0207877266874729,0,0,0,0.0833902496277301,0,0,0,0,0.00108222696838669,0,0,0,0.0218902743270919,0,0,0,0.0221536658396002,0,0,0,0,0,0,0.0799684955057029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974282631406577,0,-0.0182660929157485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678157283035751,0,0,0,0,0,0,0,0,0.0189288925247187,0,0,0,-0.0411251552806267,0.0122228199778713,-0.0598117668524587,0,0,0,0,0,0,0,0,-0.0964395347952013,-0.0372464723935019
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.274797441037134,0,0.0854603644757801,0,0,0,0,0,0,0,0.429758695655708,0,0,0,0,-2.77555756156289e-17,0,-0.0557780891152337,0,0,0,0,0,0,0,0,0.101626462823559,0,0.00944261817303204,0,0,0,0,0,0,0,0.113064427808562,0,0.205634165498448,0,0,0,0.0376908713083765
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626338340823867,-0.0156966623132184,0,0,0,-0.0379140467596249,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0716156006407674,0,0,0.0439451414072651,0,0,0,0,0,0,0,-0.0217116396003834,0,0,0,0,0,0,-0.0108882714920789,0,0,0,0,-0.134259273685502,0,0,0.961972997089728,0,0
X1299.HK.EQUITY,0,0,0,0,0.0876022130012127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277790938430718,0,-0.0648865431503438,0,0,0,0.0823338420337827,0,0.048143040925337,0,0,0.00786775312555107,0.351475981415929,0,0.130949459998598,0,0,0,0,0,0,0,0,0,0,0,0.0697464086932239,0.00318058165844394,0,0,-0.00398223069616706
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200880123777592,0,0,0,0,0,-0.0570770937660909,0,0.216009447342317,0.486258922472511,0,0,0,0,0,0,0,0,0,-0.0470738638851874,0.0475320747442808,0,0,0,0,0.0344844389936301,0.0592298333584207,0,0,-0.0938276099091277,0.0490385051613342,0,0.104243780589409,0
X388.HK.EQUITY,0,0,0,0,0.253814788897242,0,0,0.0628395820903086,0.11393808341573,0,0,0,0,0,0,0.0364552312618518,0,-0.215417722586219,0,0,0,0.328536640961028,0,0,0.199895486984019,0,0,0,0.0291384299277437,0,0.0439093640884393,0,0,0.0346327556714481,0,0,0,0,0,0,0,0,0.106693128139655,0,0,0,0,0,-0.267538486111456,0,0,0.136097167163566
