,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.402308073140769,0,0,0,0.0514570693923488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024678961172733,0,0,0,0,0,-5.42101086242752e-20,0,0.186458312053051,0,0,0,0.0374956635703773,0,0.0108189481967338,0,0,0,0.0571475004197193,0.0441774901781138,0.263504185529571,-0.0359691660744916,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.12416902124546,0,0,0,0,0.0126773036583273,0,0,0,0,0.313917799842603,0,0.255863533547885,0.0349425830075302,0,0,0,0,0.0391387795604419,0.201427201882094,0,0,0,0,0,0,0,0.0217219256677944,0,0,0,0,0,0,0,0,0,0.0214163363416939,0,0.0430806908158473,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.287203478714874,-0.0385638327378851,0,0,0,0,-0.010842916456089,0.0395912955599195,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.269740346871227,0,0.712173086698539,0,0.0528303439040844,-0.141272625968062,0.0668750785558052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139174361120601,0,0,0,-0.0360925326374743,0,0,0,0,-0.0893575474950743
X601288.CH.EQUITY,0.218450108405327,0,0.0200542505906323,0,0,0.0380599792437575,-0.0578954417093592,0.288934262232477,0,0,0,0,0,0,0,0.115790704705094,0,0.0061733969053491,0,0,0,0,0,0.0346666242542109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.170158587158253,0,0,0.110457770963765,0,0,-0.0919023204384377
X600036.CH.EQUITY,0,0.194775124800608,0,0,0,0.0391112659296089,0.118825660931984,0.0840669962380442,0,0,0,0,0,0.199180904969729,0.0508294210774067,0,0,0,0,0,0,0,0.0696681702192899,0,0,0,0,0,0.322844385787616,0.0447794626283787,0,0.0110412887079775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0764296717323956,0,0,-6.93889390390723e-18,0.00887819341821245,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.147728536213387,0,0,0,0.126205127729725,0,0,0,0,-0.0395626609127072,0,-0.117102508750237,0,0,0,0.165026878628587,0,0.0752716892780524,0,0,0.568568822057092,0,0,-0.0475135120514358,0,0.0835602180324444,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.255390765149775,0,0,0,-0.0361164870484363,0,0,0,0,0,0,0,0,0,0,0.0872989945255143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868291733811954,0.183653708075779,0.100993142100999,0,0,0,0,0,0.0704052880737033,0.119154093991836,0,0.058384351793681,0
X601988.CH.EQUITY,0.031012109690119,0.0192809749810573,0.0459230792979653,0.171837159821239,0.356613328985852,0,0,0,0,0,0,0,0,0,0,0.18863705945002,0,0,0,0,0,0,-0.00808712400337244,0,0,0,0,0.0757874145003927,0,0.0160568457205877,0,0,-0.121413819721388,0,0,0.270365851182061,0,0,0,-0.0836189929574151,0,0,0,0,0,0,0,0,0,0,0,0.0452562643363116
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283623872334312,0,0,0,0,0,0.0437122410403924,0,0,0,0,0,0,0,0,0,0,0.141879715680401,0,0.0124493516961954,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.000397913209211586,0.474203287063042,0,0,0.26079479582925,0,0.194209305623619,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260254416024759,0,0.0760432006314704,0,0,0,-0.0106217112897626,-0.0704739217574361,0,0,0,0,0,0,0,0,0,0.431976362679154,0,0,0,0,0.277365926075894,0,-0.0313312933017093,0,0,0,0,0,0,0,0,0,0.323336171634263,0,0,0,0.0216516924999687,0.092513766120844,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0409198503175472,0,0,0,0,0,0,0.131348181465059,0,0,0,0,0,0.163441423208782,0.0970811586179763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261184932711597,0,0,0,0.0878411486144621,0,0,0,0,0,0,0,-0.0165103888384262,0,-0.0357936890499434,0,0.135138486154675,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0260888618273494,0,0,0,0,0,0,0,0.0731564121507764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161696265515927,0,0.365693562581483,0,0.0103553746596366,0,0,0,0,0.0681912544642989,0,0,0,0,0,0,0,0,0.0992077314407808,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584118227739514,0,0,-0.0589102872729883,0.0797183144444855,0.0307682070481591,0,0,0,0,0,0,0,0,0,0,0,0,0.0122221786967514,0,0.0658838362618152,0,0,0,0,0.184398366395223,0,0,0,0.10523659881285,0,0,-0.169183734696635,0,0,0
X000001.CH.EQUITY,0,0.0688805966152354,0,0.0277173476495551,0.566061919134171,0,0,0,0,0,0,0,0,0,0,0.0589593161682283,0,0,0,0,0,0,0.0458704601059737,0,0,0,0.0404802020570503,-0.285145601370227,0.138157559082812,0,0.0377044029684656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748771745266187,0,0
X000002.CH.EQUITY,0,-0.0513874953421044,0,0,0.202830364288641,-0.254171984671241,0,0,0.201084627682218,0,0,0,0,0,0,-0.0769550045533198,0,0,0,0,0,0,0.0369204162742768,0,0,0,0,0.311642973906435,-0.103660536046273,-0.339818127800695,0,0.0611994819078329,0,0,0,0,0,0,0,0,0,0,0.167775492166532,0,-0.0423523131354488,0,0,0,0,0,0.0216533349632595,0
