,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0890211165141688,0.0784608540019377,0,0,0,0,0,-0.0215107947160968,0,0,0,0,0,0,0,0,0,0,-0.0804961435834823,0.0371585884467684,0,0.424205945347823,-0.285746310323258,0.334573937679347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965133305283239
X601318.CH.EQUITY,0,0,0,0,0,0.190694892057623,0,0,0,-0.0365068343059261,0,-1.38777878078145e-17,0,0.0905167634047724,0,0,0,0.0978854935998542,0,0,0.016118815715708,0,0,0,0,0,0,0,0,0.076340251351378,0.148933893825742,0,0,0,0,0.191830506721691,0,0.101430856395404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437746038723986
X601939.CH.EQUITY,0,0.0818981546060449,0,0.802213251370522,0,0,0.00154976242618615,0,0,0.0438345320295789,0,0,-0.0103306548870277,0.0144707235245565,0,0,0,0.080088179007857,1.73472347597681e-18,0,0,0,0,0,-1.73472347597681e-18,0,0.0256958981154341,0,0,0,0,0,0,0,0,0,0,0.0686840070639811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964714062935198,0,-0.00555048842561143,0,0,0,0,0,0,0,0,0,0,0.0148024742014845,0,0,0,0,0,0,0,0,0,0,0.0602946639287273,0,0,0,0,0,0,0,0,0.0402479258717573,0,0,0,-0.0761712780581458,-0.0818238553501047,0,0,0,0,0.00196525855505361,0,0,0,0,-0.0826728078118124,-0.0360572055313584
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.235527892489622,0,0.161707896403832,0,0,0,0,0,0,0,0.0884268785791648,0,0,-8.67361737988404e-19,0,0,0,-0.115902141767272,0,0,0,0,0,0.0715675368239281,0,0,0,0,0.455308634330076,0,0,0,0,0,0,0,0.0915835543511105,0,0.214738736253902,0,0,0,0.0324700767022553
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0
X601988.CH.EQUITY,0,0,0,0.0770209216248538,-0.0210005709568869,0,0,0,-0.0381267455583253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467720266725559,0,0,0,0,0,0,0,-0.0133124656627932,0,0,0,0,0,0,0,0,0,0,0,-0.127043978507894,0,0.999289679232996,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0995177750649401,0,0,0,0,0.179110849229239,0,0,0,0,0,0,0,0,0,0,0,0.299000483045868,0,-0.0257371889535396,0,0,0,0,0.124943256478932,0,0,0,0,0.147735655658409,0,0,0.0798207155457448,0,0.0666631353945945,0,0,0,0.0821614529756947,0,0,0,0,0.127071890502647,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0321508742446796,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146812872344172,0,0,0.0254419487936358,0,0,0,0,0.116282754699932,0,0.455480277965875,-0.0184569436115313,0,0,0,0,0,6.93889390390723e-18,0,-0.118218232675997,0.145406996104184,0,0,0,0,1.73472347597681e-18,0.0824676937960515,0,0,-0.153391619725824,0,0.0806563522152566,0.169453755993851,0
X388.HK.EQUITY,0,0,0,0,0.228504828328922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181051294532857,0.282127028817324,0,0,0.115960208646082,0,0,0,0,0,0,0,0,0.0912721931385096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238956758901457,0,0.162408531872554
