,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.359348927867519,0,0,0.0842392210870068,0,0,0,0,0,0,0,0,0.0395821175019419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339093280482759,0,0,0,0.20603692591821,0,0,0.0290918214590288,0,0,0,0,0,0,0,0,0.209797861534885,0,0,-0.00158642945205772,0
X601318.CH.EQUITY,0,0,0,0,0.0854547194324354,0,0,0.0837007165689832,0.10260133424291,0,0.0243424288453009,0,0.150971542597755,0,0,0,0,0.00947606842918178,0.0480194861796708,0,0.39110582412187,0,0,0,0,0,0,-0.0811851030853015,0,0.1434541718571,0,0,0,0,0,0,0,0.0483354820812727,0,0,0,0,0,0.11063958805559,0,0,0,0,0.0941198973196433,0,0,0
X601939.CH.EQUITY,0,0,0,0.249963667376202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728318894046133,0,0.0290239119819507,-0.267088815854914,0,-0.166095364197628,0.0188822939219289,0,0.123443199790584,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,-0.0961705860638935,0,0,0,0,0,0,0,0,0,0,-0.0560069341859977
X601288.CH.EQUITY,0.170019377245202,0,0.0107120701907817,0,0,0.0576220559415774,0.383924806485937,-0.0709916220711793,0,0,0,0,0,0,0,0.0473638872491982,0,0,0,0,0,0.052097608196554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198289236084893,0,0,0,0,0,0,0,-0.101832022162329
X600036.CH.EQUITY,0,0.144572926157807,0,0,0,0.0962384545713173,0.0829201265247802,0.0664720673054476,0,0,0,0,0.25574632238532,0,0,0,0,0,0,0,0,0,0.291965583036343,0,0,0,0,0.00585909632604563,0,0,0,0.0503713038500314,0,0,0,0,0,0,0.0838278726447707,0,0,0,0,0,0,0,0.0537661558419608,0,0,0,0,0
X601628.CH.EQUITY,0.0694133307939154,0,0,0,0,0,0,0,0,0.0527354842006585,0,0,0,0,0,0,0,0.162767382252929,0,0,0,0,-0.125722402257491,0,0.19497114948535,0,-0.0328604375522442,0,0,0,0.0216901039957561,0,0.222699909823457,0,0,0.502061055194445,0,0,0,0,0.0535343650790367,-0.0455250567135866,0,0,0,0,0,0,0.0410717510997752,0,0,0
X601988.CH.EQUITY,0.249826037962659,0.00261804378023229,0,0.0613757531585117,0.0596079666574892,0,0,0,0,0,0,0,0.179074572163037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263812501003559,0,0.104108149917873,0,0,0,0,0,0.00508452802769808,0,0,0,0,-0.0840710879097238,0,0,0,0,0,0,0.344898862053444,0,0.00993809524442642
X1299.HK.EQUITY,0,0,0,-0.071102354922768,0,0,0,0,0,0.177277439570817,0,-0.00494933505577063,-0.116474480559459,0,0,0,0,0,0,0,0,0,0,0,0,0.207683627586046,0.0550587370489224,0,0,0,0,0,0,0,0.0306612960000633,0,0,0,0,0.0700412709091707,0,0.116084825976929,0,0.061580576210209,0,0.0198544907304231,0.158703520239353,0,0.135290261585345,0,0.0361471707254907,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659289810244447,0,0,0,0,0,0,0,0,0,0.0373552294610095,0.104417534247735,0.60926326316521,0,0,0,0.0544669674613694,0.10640119019078,0,0,0,0,0,0,0,0,0.207216831335331,-0.0972960603300426,0.0993209899467836,0,0,0,0.130178784519262,0,0.17358900477609,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.144007346694862,0,0,0,0,0,0,0,0,0,0,0,-0.0148848015289278,0,0,-1.73472347597681e-18,0,0.479756135466526,0,0.185503472737392,0,0,0,0,0.119713467098928,0.150369494828929,0,0,0,0,0.0785020941337664,0,0,0.020147672842233,0,0,-0.0582888298970993,-0.176182777980834,0.105645651461158,0.0331194721461129,0,0,0,0,0
