,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.401149673538396,0.0140578426830319,0.0205035525997232,0,0,0,0,0,0,0.218936556413468,0,0,0,0,0,0,0,0,0.132787965498194,0,0,0,0,0,0.0415152118036291,0,0,0,0.0044729193312538,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.046798995547493,0,0,0,0,0,0,0,-0.129756198276497
X601939.CH.EQUITY,0.458115216206812,0,0,0.151441491649558,0,0,0,0,0,0,0.112356621563866,0,0,0.0297458996673926,-0.110097545856438,0,0,0,0,0,0,0,0,0,0,0.189833239543094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768309154217199,0.0897095518792756,-0.00582848146434481,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295749635716518,0.0948224869726255,0,0,0.175326933966008,0,0,0,0,0,0,0,0,0.189277094216559,0,0,0,0,0,0,0,0.0473494488422566,0,0,0,0,0,0,0,0,0,0,0,0.123179385005337,0,0,0,0,0,0,0,0,0.000571367546167327,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.494013382504505,0,0,0,0,0,0.241828416891284,0,0,0,0,0,0.241742141576649,0,0.0661699425170398,0,0,0,0,0,0,0,0,0,0.0590892624379137,0,0,0,0,0,0,0,0,-0.574371335850175,0,0,0,0,0,0,0,0.0850894848689479,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0582172046003236,0,0,0,0,0,0,0,0,0,0.192331742335692,0,0,0,3.46944695195361e-18,0,0,0,0.281962509539109,0,0.00989970802668333,0,0,0,0,0,0,0,0,0,0.278265149646764,0,0,0,0,0,0,0,0,0.0691978192639252,0.0482204686493556,0,0.0175633599049308,0,0,0,0.100162569319114,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0860423195318542,0,0,-0.171366276438901,0,0,0,0.14715274546069,0,0,0.336164104053779,0.0364535230621378,0,0,0,0,0,0,0,0.0368646223083079,0,0,0,0,0,0,0,0.0847802302430186,0,0.0604368851744858,0,0.25067050647748,0,0,-0.041179750431562,0,0,0,0,0,1.73472347597681e-18,0.127444570570526,0
X601658.CH.Equity,0,0,0,0,0.301778431474181,0,0,0,0,0,0,0,0,0.238287592683806,0,0,0,0,0,0,0.226743282425404,0,0,0,0,0,0,0,0.0711443811487368,0,0,0,0,0,0,0,0.00586947463527222,0.112649765984512,0,0,0,0,0,0,0,0,0,0,0,0.230679466932577,0,0
X601328.CH.EQUITY,0.403404770261943,0,0,0.205335986051611,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.152080118256144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246861094285001,0,0,0.0472517475678216,0,0,0,0,0,0,0,0,0,0,0,0.0390550924036874,0,0,0.00864633130070514,0,0,0,0.0459062964545252
X601166.CH.EQUITY,0,0,0,0,0,0.423374908343746,0,0,0,0,0.0548597858209277,0,0,0,0,0,0,0.0543563007606431,0,0,0,0,0,0,0,0,0,0,0,0.233857478276585,0.00514246205685716,0,0,0,0,0,0,0,0,0,0,0,0.0214233246248455,0.0333162041271415,0,0,0,0.0566267169113267,0,0.103433126227404,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.143533930502442,0,0,0.122190330431588,0,0,0,0,0,0,0,0.289449343595199,0,0,0,0,0,0,0,0,0.0497761454986496,1.73472347597681e-18,0,0,0,0,0,0,0.152983383618087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245374578316588,0.00161909048975378,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0232234204748252,0,0,0,0.324123860986322,0,0,0.428931968389882,0.0199179475066287,0,0.0567782165645618,0.119863782739908,0,0,0,0,0,0,0,0,0,0.0224810925628798,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0331922606409793,0,0,0,0,0.00218247019458884,0,0,0,0,0,-0.0144821253842005,0.277299799648971,0,0,0,0,0,0,0.0160955135351761,0,0.28744956720155,0,0.207660501010455,0.0584343335793353,0,0.0610091868639529,0.0793815147879251,0,0,0.000642195244300876,0,0,0,0,0,0,0,0.0192029702843606,0
X16.HK.EQUITY,0,0,0,0,0.00812073344807746,0,0.264352472753146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197472014194097,0,0,0.0495257068194464,0,0,0,0.0212256045578244,0,0,0,0,0,0.395000632435067,0,0,0,0.156795569595157,0,-0.135623917707929,0,0,0,0,0,0,0,0,0,0,0.00832180944209463
X000001.CH.EQUITY,0,0,0.28411558382941,0,0,0,0,0,0,0.115409845699183,0,0,0,0,0.10090011348445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627139667796682,0,0.184995733949828,0.128351247904419,0,0,0,0,0,0.0747390813467832,0,0,0,0,0,0,0,0,0,0,0.110586799445199,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0103975684832544,0.135419842372265,0,0,0,0.109306297145261,0.119990959866836,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.299983092624765,-6.93889390390723e-18,0,0,0,0,0,0,0.227865341182182,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X601601.CH.EQUITY,0.241630002857534,0,0.50313265832864,0,-0.0860859386299758,0,0,0,0,-0.0807560062344267,0,0,0,0,0,0,0.248627562503314,0,0,0,0,0,0,0,0,0,0,0.050964484352672,0,0,0,0,0,0,0,0,0,0,0.0159891845684886,0,0.176273575290534,0,0,0,0,0,0,0,0.0503007694282792,-0.282029199985252,0.0137731663305835,0
X601319.CH.EQUITY,0,0,0.115581324678514,0,0,0,0,0,0,0,0,0,0,0,0.0159538957068634,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0579015838682367,0.139538668991616,0,0,0,0,0,0,0,0.34687791777803,0,0.0793490816299381,0,0,0,0,0.18069687723294,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0226096081606127,0.100558390072415,0,0.0248583739686499,0,0,0,0,0,0,0.233057606974499,0.0393923502957463,0,0.202609678162398,0,0,0.269694228225977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778967666880961,0,0,0,0,0,0,0,0,0,0,0,0.0765063015882915,0,0,0,0.0268233180990953,0,0,0,-0.0511853143889393,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.212697312812579,0,0,0,0,0,0.0836296013529908,0,0,0,0,0,0,0,0,0,0,0.441597487552564,0,0,0,0,0,0,0,0,0,0,0.162190357962938,0,0,0,0.0576242783960316,0,0,0,0,0,0.0827193035193389,0,0,0.0189198444250914,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0592675094501459,0,0.0756848691658533,0.272805718116891,0.0581402512820016,0.0725559746233697,0,0,0,0,-0.0208287359996124,0,0,0,0,0.130352123454724,0,0,0.457576282018317,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110528062533313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.00178998231731318,-0.0589153554545468,0,0,0,0,0,0,0.50272422418713,0,0,0,-0.012211533216683,0,0,0,0,0,0,0,0,0.105961187774701,0,0,0,0,0,0,0.311019366296008,0,0,0,0,0,0,0,0,0,0.0252803126182203,0,0,-0.00520307492237173,0,0,-0.0868277501868076
X601998.CH.EQUITY,0,0.265621207111643,0,0,0.0840545836191029,0,0,0.0292811022935736,0,0,0.0537557781767978,0,0,0.171942329605339,0,0,0,0,0,0,0,0,0,0,0.0206802239447516,0,0,0,0,0.0968029214337864,0.0577075531391633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297014208594541,0.0964884831510275,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.223931883525812,0,-0.0155405709422928,1.73472347597681e-18,-0.134204359644576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575463118573065,0,0,0,0.0555614166900803,0,0,0,0,0.00587241857735437,0,0,0,0,0,0,0,0.00494561876676087,0,0,0,0,0,0.0463136346934366,-0.0733310256778153
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0126923257390995,0,0,0,0,0.141378590975829,0,0,0,0,0,0.211611916115519,0,0,0,-0.0736771195403474,0,0.325532233899532,0,0,0,0,0,0,0,0.245508391659345,0,0.0626011185620004,0,0,0,0,0,0,0,0,0,-0.0298077012914156,0,0,0.0960255261994192,0,0
X2007.HK.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,-8.67361737988404e-19,0,0.0402224795382111,0,0,0,0,0,0,0.0600800047639221,0,0,0,0,0,0.0678976182801422,0,0,0,0,0.4816001223677,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0.0133321466645972,0.0877903603189047,0,0,0,0,0,-8.67361737988404e-19,0.184644405907201,0,0,0,0
X601818.CH.EQUITY,0.111926896848444,0,0,0.275891960790735,0,0,0,0.0534763228934703,0,0,0.0306775402698398,0.277994483609974,0,0,0,0,0,0.0508899272362242,0,0,0,0,0,0,0,0.0420019617901205,0,0,-0.107597408904475,0,0.13295066591673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538858554320733,0,0,0,0.0494881103076199,-0.023731653245257,0
X600048.CH.EQUITY,0,0,0,0,0,0.209161154145751,0,0,0,0,0.36499810699523,0,0,0,0.0201459486555684,0,0,0,0,0,0,0.117728724386688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239211915978637,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.069298663466611,0,0,0
X002142.CH.EQUITY,0,0,0.305908734019272,0,0,0,0,0,0,0,0,0,0.0341631022550116,0,0.101151281735321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332078963163821,0,0,0,0,0,0,0,0,0
