,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.201988087381492,0,0,0.140605530024068,0,0,0,0,0,0,0,0,0,0,0,-0.0654549908073207,0,0.098161581990866,0,0,0,0,0,0,0,0.112174823161857,0.0343246790655363,0,0,0,0.327957368129111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988142200112578,0,-0.116403365793371,0,0,0,-0.0792283431042448
X601939.CH.EQUITY,0.174587713937531,0,0,0.232072308888971,0,0,0,0,0,0,0,0,0.0225905223438146,0.393629517623496,-0.07032545368393,0,0,-0.103301225260092,0,0,0,0,0,0,0,0.0313855530577777,0,0,-0.125443730755221,0,-0.00467058516480746,0,0,0,0,0,0,-0.0390089127765987,0,0,0,0.13161777689777,0,0,0,0,0.154733932196687,0,0.0785458241619999,0,-0.000615466518481944,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453644222987894,0,0,0.0332131191111303,0,0,0,0,0,0,0,0.0144843957007186,0.152098287907054,0,0,0,0,0,0,0,0.229219776684578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147434321996188,0,0,0,0,0,0,-0.084758218951815,0,3.46944695195361e-18,0,0,-0.0987471076912221,0,0,-0.00547398392990685,0
X601988.CH.EQUITY,0,1.38777878078145e-17,0,0.436162162934459,0,0,0,0,0,0.262891261630312,0,0,0,0,0,0.107507124543242,0,0.224468195888182,0.166894474358225,0,0,0,0,0,0,0,0.128504084917429,0,0,0,0,0,0,0,0,0,0,-0.611787986555779,0,0,0,0,0.0363101959899073,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.161296644914196,0,0,0,0,0,0.122257567927743,0,0,0,0,0.211010455433124,0,0,0,0,0,0,0,0,0,0.106351604740202,0,0,0,0,0,0,0,0,0.308714172104137,0.0477191112904762,-0.0369570500659416,0,0,0,0,0,0,0.0592950807505251,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0205490033170396,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.372536053236352,0,0,0,0,-0.131283251126767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087496750491867,-0.0242524131643262,0,0,0.0687401241966537,0,0,0,0.0264396548295249,0,0,0,0,0.0367876432205196,0,0,0.118391175337234,0.144678027462878,0,0.0967488217181446,0,-0.00430467474574639,0,0,1.73472347597681e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.0984772692580477,0,0.165596281666385,0,0,0,0,0,0,-0.0535630306337362,0,0,0,0,0,0,0,0.0216199279587684,0.326014250822158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095808923204566,0.19349866256108,0,0,0,-0.0324983775980375,0,0,0,-8.67361737988404e-19,0.0281819164808651,0,0,0,0
X388.HK.EQUITY,0,0,0.188970688298973,0.0495943478476571,0,0,0,0,0,-0.0377195840158646,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.484605220203263,0,0,0.0361924629288099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094182383635687,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X601328.CH.EQUITY,0.209067008822623,0.268454195009858,0,0,0,0,0,0,0,0,0.00822818689301058,0,0.129164639210047,0,0,0,0,0,0,0,0,0.0765002932981416,-0.0386403816757713,0,0,0,0,-0.00114406404248407,0,0,0.141054531537543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835250249214834,0,0,0
X601166.CH.EQUITY,0,0,0,0.0754382929335939,0,0.139515096871461,0,0,0,0.0211517377494223,0,0.0230779069494567,0,0.223869970942623,0.0963239951872134,0,0,0,0.200970172448271,0,0,0.040182045146453,0,0,0,0,0,0,0,0.179613596123934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156226492920181,0,0,0
X600000.CH.EQUITY,0,0,0,0.252305776859444,0.0633388960801957,0.131040116677866,0,0,0.0715307374062479,0,0,0.113441013447757,0.136390908588911,0,0,0,0,0,0,0,0,0.0265455678215034,0,0,0,0,0,0,0,0.127146315823331,0,0,1.38777878078145e-17,-0.00433592163825005,0,0,0,0,0,0,0,0,0,0,0,0,0.00958911434424205,0,1.73472347597681e-18,0,0,0.0161718782198664
X000002.CH.EQUITY,0.00438751635423958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256676394912843,0,0,0,0,0,0,0.0119550177850731,0,0,0.181230150098289,0.139369386322085,0,0.119239847301313,0,0,0,0,0.176120219833944,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-8.67361737988404e-19,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324590715966616,0.0426893179268404,0,0,0,0,0,0,0,0,0,0.0263921540579555,0,0.00836880895549646,0,0,0.375525292211414,0.0588742084732214,0.105620746656724,0,0.00772312824621707,0,0,0.00434446838166316,0,0,0.0417385474427914,0,0,0.0298192602758542,0,0,0,0.0848073570053789,0
X16.HK.EQUITY,0,0,0,0,0.0377096325820713,0,0.134688683612792,0,0,0,0,0,0,0,0,0,0,0.0775179491893571,0,0,0,0.189340722883502,0,0.171847981633627,0,0,0,0,0,0,0,0,0.0888332582219739,0,0,0,0,0,0.340550259097044,0,0.076763373672634,0,0.0189064434542608,-0.120132399957343,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.175394137967605,0.0838136923628338,0,0,0,0,0,0,0.395345976982674,0,0,0,0,0,-0.0964922317024099,0,0,0.062001702379023,0,0,0,0,0.095162663847522,0,3.46944695195361e-18,0.141963540404585,0,0,0.242233250624079,0,-0.0313460719183202,0,0.0080123814933963,0,0.15371837875188,-0.0601368003288218,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.193692828361433,0,0.0868482641535444,0.0691844135112832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162055679719036,0,0,0.0318252046395909,0.0344187852576867,0,0,0,0,0.231360831143393,0,0,0,0,0.0061132293862365,0,0,0,-1.38777878078145e-17,0,0,0.0144258253261227,0,0,0,0.131673498564539,0,0,0,-0.0212626922054469
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149359749520312,-8.67361737988404e-19,0,0,0,0,0,0,0.12098166188016,0,0,0,0.0463642203808058,0,0,0,0,0,0,0.167604167906803,0,0,0,0.152107375449432,0,0,0,0,0.199608682162514,0.0618299781145809,0.344785390064238,0,0,0,0,0,0,0
