,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.104850261916554,0,0,0,0,0,0,-0.0272546738093092,0,0,0,0,0,0,0,0,0,0,-0.178317236291904,0,0.036286833119046,0.709906827405688,0.543315137235679,-0.259384580857565,0,0,-0.160995946398655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579404423026178
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107507056443347,0,0.755445646732828,0,0,0,0,0,0.0246940176073009,0.0874653685730939,0,0,0,0.0270257612354767,0,0.0181667499379145,0,0,0,0,0,0,0,0,0,0,0.0580018718560189,0,0.00743409872684515,0,0,0,0,0,0,0.0159197509789181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.954366225923724,0,-0.0449690005131529,0.0534449162853457,-0.0890801913675403,0,0,0.0281616876827496,0,0,0,0,0,0.0210831016080583,0,0,0,0,0,0,0,0,0,0,0,0.0503553982234404,0,0,0,0,0,0,0,0,0,0,0.0295286414540807,0,-0.0830647800298713,0,0,0,0,0.0171945250301253,0,0,0,0,-0.110259405570968,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.082565571661517,0.235758899561906,-0.0229205605234027,0.336832356528906,0,0,0,0,0,0,0.322858212292335,0,0,0,0,0,0,0,0,-0.0999467661305651,0,0,0,0,0,0,0,8.67361737988404e-19,0.234464195740476,0,0,0,0,0,0,0,0,0.147353455388797,0,0,0,0,0,0.0365963638661173
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.161824197489458,0,0,0,0,0,0.0153200217130777,0,0,0,0,0,0,0.264628685550209,0,0,0,0.0551371316935861,0,0,0,0,0,0,0.154396272873203,0,0,0,0.0704021524393911,0,0,0,0.0768498655882213,0,0,0,0,0,0,0,0.201252605415129,0,-0.0663963073316009
X601988.CH.EQUITY,0,0,0,0.0686290696817988,0,0,0,0,-0.0494229395292625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694297056544957,0,0,0,0,0,0,-0.0208722787936517,0,0,0,0,0,0,0,0,0,0,0.000634875289263106,-0.134259445151994,0,1.00128432693011,-1.73472347597681e-18,0,0
X5.HK.EQUITY,0,0,0,0,-0.028715807570339,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413763791301801,0,0,0,0.00491318414113043,0,0.186518112514874,0,0.374608855384551,0,-0.193155234849345,0,0,0,0,0,0,0,0,0,0.0394112614944226,0,0,0,0,0.22022498614992,0.0725973956458014,0,0,0,0,-0.274087789360638,0.197820988869174,0.0705127193588032
X388.HK.EQUITY,-0.030128826245459,0,0,0,0.228154113013199,0,0.133479083559012,0,0,0,0,0,0,0,0,0.0011335277895794,0,0,0,0,0.150460240843057,0,0.257613275269855,0,0,0.136714169914025,0,0,0,0,0,0,0,0.0674751888833398,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.239555005979069,0,0,0,0.155855466888376
