,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.231585856056789,0,0,0,0,0,0,0,0,0,0,-0.269703391891967,0,0,0,0,0,0,0,0,0,0,-0.318029419062857,0,0,0,0,0.760435180734476,0,-0.180521614549797,0.267040852746765,0,-0.0507366753811382,0,-0.0226057381129557,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.16202178319309,0,-2.77555756156289e-17,0.0263078679426908,0,0,0,0,0.0593370390327851,0,0,0,0.124456414689487,0,0,0,0,0,0.0338911794221483,0,0,0,0,0.0582773173853229,0,0,0,0,0,0,0,0.591691226537492,0.0220408261038089,0,0.0195229972925161,-0.0774956372780442,0,0,0,0,0,-0.0398080445345783,0,0,0
X601939.CH.EQUITY,0.283711653367245,0,0,0,0,0,0,0,0.0524550473021294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398384255490723,0,0,0,0,0.117599155834776,0,0.0209517781904314,0,0,0,-0.0837985218942518,0,0,0,0.387058085705889,0,-0.020655023117899,0,0,0.11100070320197,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.00501857785107729,0,0,0,0.276757407585945,0,0,0.185242908908023,0.0457669869687892,0,0,0,0,0,0,0,0.0680612102884933,0,0,0,0,0,0,-0.0542443459945675,0,0,0.0967075425037012,0,0,0,0,8.67361737988404e-19,0,-0.0957553409278733,0,0,0.157564977102054,0,0,0,0,0,0.106896007810835,0.0833410786250049,0,0,0.113427474455666,0,0,0
X5.HK.EQUITY,-0.1452914194333,0,0,0.0144159226782962,0,0,0,0,0,0,0.0749100846063536,0,0,0,0.307877679099792,0,0.200205690593072,0,0,0,0,0.281694712169946,0,0.283539556619738,0,-0.00493872667244956,0,0,0,-0.269530481375065,0,0,0,0,-0.055985938213604,0,-0.107080303514249,0,0,0,0.311210965759633,-0.108086873759442,0,0,0,0,-0.0957124334263666,-0.166328178426273,0,0,0
X601988.CH.EQUITY,0.251552580345605,0,0,0.569192238735784,0,0,0,0,0,0,0.102000371551869,0,0.099609059466189,0,-0.0459226986924066,0,0,0,0,0,0,0,0.00620509390824297,0.0583515366214628,0,0,0.0407812766025049,0,0,0,0,0,0,0,0,0,0,0,0.0265490076505815,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.386184635922599,0,0.0746060406347225,0,0,0,0,-0.0737244651551462,0.59894138997489,0,0.0115898355157911,0,0,0,0,0,0,0,0.107382533078826,0,0,0,0,0,0.02710220615377,0,0.0755163186029401,0,0.294302573646013,0,0,0,0,-0.291891968981315,0,0,0,-0.0609042216498793,0,0.176824204859913,0,0,0,0,0,0,0,-0.148906466724483,0,0
X1299.HK.EQUITY,0,0.211746983367613,0,0,0,0,0,0,0,0,-0.110248197231077,0,0,0,0.033281017637974,0,0.25898982057508,0.030633735111712,-0.147937839902528,0.132146626035986,0,0,-0.0625653281763758,-0.0306975886709049,0.461253518329343,0,-0.0796999240915918,0,0,0,0,0,0,0,0,0,0,0,0.0466101470087922,-0.149774871172053,0,0,0,0,0,0,0.018992441375615,0,0,0,0
X601628.CH.EQUITY,0,0.0903265494310827,0,0,0,0,0,0,0,0,0,0,0,0.330283024224023,0,0,0,0.0342337323307416,0.00918896523161575,0,0,0,0,0,0.0959847697839859,0,0,0,0,-0.0542700272385851,0,0,0,0,0,0,0.0749562044368205,0.177685257707622,0,0,0,0,0,0,0,0,0,0,0.137447551378503,0,0
X601328.CH.EQUITY,0,0.293109313373764,0.119512249234443,0.382244077670356,0.014902454413617,0,0.190724967528882,0,0,0,0,0,0,0,0,0,0,0.0655359111919118,0,0.0302286714529973,0,0,0,0,0,0,0.261441709624068,0,0,0,0,0,-0.321642908725228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3524032741252,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.291981935900854,0,0,0.211660336290619,0,0,0,0,0.539829244516812,0,0,0,0,0,0,0,0,0,0,-0.193957687817662,0,0,0,0,0,0,0,0.327707419509737,0,0,0,0,0,0.299446253917845,0,-0.0863068747705408,0,0,-0.165859125217365,0,0,0,-0.104676262165495,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.241074795337753,0.329427982234627,0,0,0.152849806729966,0,0,0,0.535432774388479,0,0,0,0,0,0,0,0,0,0,0,0.00994322322584093,0,0,0,0.124259759243977,0,0,0,0,0,0,0,-0.319621156873654,0,0,0,-0.0129119801980694,0,0.0357103059576626,0,0,0,0,0.0222324028528028,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238487113630685,0,0,0,0,0,0,0,0,0,0.0483081206288324,0,0,0,0,0,0.143536248502778,0,0,0.312253693351504,0,0,0,0,0.00173536751596673,0,-0.133126763582147,0
X601601.CH.EQUITY,0,0.377213789119077,0,0,0,-0.230596044242595,0,0,0.29763036239215,0,0.0166026512094704,0,0,0,0.174114851840236,0,0,-0.0827858579534714,0.0814004865443555,0,0,0,0,0,0,0.0453008067676082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202072977994824,0
X000002.CH.EQUITY,0,0,-0.028921896066999,0,0.0820325426974218,0,0,0,0,0,0,0,0,0.355200463996123,0,0,0,0,0,0,0,0,0,0,0,0,0.251348570514873,0,0,0.364933803569299,-0.376811050711815,-0.0290157375665478,0,0,0,0,0,0,0,0,0.145506091734741,0,0,0,0,0.00793019133839821,0,0,0,0.358646645283534,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.016615501221378,0,0,-0.0258091929323741,0,0,0,0,0,3.46944695195361e-18,0.029472380529338,-0.0151161755263414,0,0,0,0,0,0,0.218166004935804,0,0,-6.93889390390723e-18,0.135591632334957,0.0878576663285474,0.190217013320487,0,0,0.164092031480647,0,0,0,0,0,0,0.371560302960997,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0.131286508099337,0,0,0,0.12702629786709,0,0,0.284035196921714,0,0,0,0,-0.0532736467504912,0,0.1295579963083,0,0,0,0,0,0,0,0,0,0,0,0.00154268649741678,0,0,0.111911115153269,0,0,0,0,0,0,0,0,0,0,-0.0646060971467983,0.0473276711596155,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0618145953603874,0,0.447128346551185,0,0,0.0246620634029123,0,0,0,0,0,0.0497543858391156,0,0,-0.146794312878305,0,0,0.234870069363708,0,0.0480588783352268,0.0346525801324794,0,0.0877396605158323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106156623770024,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0819702459793414,0,0,0,0,0,0,0,0.0838848771614865,0,0,0,0.0301284021528484,-0.140955053882816,-0.0970178303600477,0,0,0,0,0.174034551816039,0,0,0.130027207422326,0,0,0,0.338593918008447,0.109514546376426,0.0419380373083492,0,0,0,0,0,0,0,0,0,-0.0201824011505582
