,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.107299256742865,0,0,0,-0.0419685923499685,0.144257323732397,0,0,0,0,0,0,0,0.275506693298756,0,-0.248865050295426,-0.00678168993369466,0,0,0,0,-0.104918463874448,0,0,0,0,-0.222114293296229,0,0,0,0,0.924710736397303,0,0,0,0,0,0,0,0,0,-0.00634020883335014,0,0.231002364968467
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0
X601939.CH.EQUITY,0.242855919242746,0,0,0,0,0,0,0,0,0.0409960236355797,0,0,0,0,-0.0109225206669876,0,0,0,0,0,0,0,0.0577026751137499,0,0,0,-0.163610560356147,0,0,0,0,0,0,0,0,0,0,0.0491621656300684,0.0804240654522512,0,0.515967836826279,0,0,0,0,0,0,0,0,0.11598772583161,0
X601288.CH.EQUITY,0,0,0,0,-0.167410936255001,0,0,0,0.121175084801417,0.0059368680591434,0.409130200464765,0,0,0.218951624789272,-0.0869369339418211,0,0,0,0,0,-0.108372673879065,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499347677833224
X5.HK.EQUITY,0,0,0,0,0,0.146975579608436,0,0.21312229662207,0,0,0.113423640854028,0,-0.00367678818719285,0.214576165799762,0,0,0,0.0738738641515923,0,0,0,0,0,0,0,0,0.0216368260881096,-0.168530119074944,0,0,0,0,0,0,0,0,0,0.129650583262592,0.0971057242310948,0,0,0,0,0,0,-0.0966444757748817,0,0,0.154726312491903,0,0
X601988.CH.EQUITY,0,0,0,0,0.389993867577616,0,0,0,0,0,0,0,0,0.058723242778927,0.00195858000569153,0,0,0.0745408573854125,0,0,-0.137360090047307,0,0,0,0.239843962048783,0,0,0,0,0,0,-0.325612796658218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110086029805706,0,0,0,0.0394221105682675,0.0207278289446305
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225668133674033,0,0,0,0,0,0,0,0,0,0,0,0,0.120024179960917,1.73472347597681e-18,0,0,0,0,0,0,0,0.182743016369562,0.0230822408181773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121872298439016,-0.123249647571711,0,0,0.136545911201722,0,0,0.116720386729032
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.00945026933896922,0,0,0,0.644273201205892,0,0,0,0,0,0.0221350668350899,0,0,0.095890089329997,0,0,0,0,0.153941647362842,0,0,0,0,0,0.132988880242629,0.193592435089262,0,0,0,0,0,0,0,0,0,-0.200775781406294,0,0,0,0,0,0.0600567546201858,0,-0.324471373626585,0,0,0,-0.0593961883948712,0
X601166.CH.EQUITY,0.175259491659227,0,0,0.258475443025461,0,0,0,0,0,0,0,0.298080053957893,0,0,0,0,0,0,0.0958146027587875,0,0,0,0,0,0,0,0.0118254424048163,0,0,0,0,0,0.047401407806167,0,0,0,0,0,0,-0.00898242589691238,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.129326527023632,0.74605828924341,0,0,0,0,0,0,0,0,0.161175524572914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167329980105533,0,-0.156399226251471,0,0,0,0,0,0,0,-0.0103124352787826,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0312860770158298,0,0,0,-0.0270443151399765,0,0,0.00831494094539464,0,-0.146138172701906,0,0,0,0.0590397914789804,0,0,0,0,0,0,0,0,0,0,0,0,0.11427775511347,0,0,0,0,0,0,0.527744855755617,0,0,0,0,0,0,0.0483885036903707,-0.103998608069271
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678921029122,0.0951036541671269,0,0,0,0,0,0,0,0,0.191409545185348,0,0,0,0,0,0,0.232922415369778,0.315327528701921,0,0,0,0,0,0,0,0,0,0.182155232614043,0.13264109133628,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.100939124736312,0,0,0.0763359091371665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25101109860486,0,0,0,0,0,0,0.489858865426352,0.0475294827938044,0,0,0,0,0,0.0102974142838141,-0.0827292586498005,0,0,0.241825219111807,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.163678294529814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31818092871651,0,0,0,0,0,0,0,0.484574277444293,0,0,0,0,0,0,0,0,0,0.00700774369844602,-0.311945212004634,-0.149990508798876,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.137089401205266,0,0.231549381895116,0,0,0,0.023642613558464,0,0,0.033749527891327,0,0,0,0,-0.143382925066737,0,0,0,0,0.284327922408229,0.0218531006445557,0,0,0,0,0,0,0.0973742404814474,0,0,0,0,0,0,0.0191220203221806,0,0,0,0,0,0,0,0.0356071416960919,0.0807184779165521,0
X388.HK.EQUITY,0,0,0,0,0.0155768475790097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629585788823958,0.0797949385381675,6.93889390390723e-18,0,0.0422772908471734,0,0,0,0,0.150064793344172,0,0,-0.0667482945952327,0,0.0497062459480513,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.13389331521195,0,-0.277051858792366,0,-0.449221975143921,0,0,0,0,0,0,-0.0297545265561452,0,0,0,0,0.901656073635069,0,0,0,0,0,0,0,0.00338314197008521,0,0,0,0,0,-0.245073795055357,0.25903665543148,-0.250402818614629,0,0,0,-0.00190085930857658,0,-0.243724896637568,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0.00722913469479085,0,0,0,0,0,0.17571156227949,0,-0.0340608310937449,0,0,0,0,0.0419694737564092,0,0,0,0,0,0.0687805554215062,0,0.122602804971715,0,0,0,0.201395606545188,0,0,0,0,-3.46944695195361e-18,0,0,0,-1.73472347597681e-18,0,0,-0.0305767122232185,0,0.340609868182275,0,0,-0.0746079977343965,-0.256135560035857,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.00819708818124987,0,0,0,0,0,0.0252957108787676,0,0.149956495755567,0,0,0,0.243410032575256,0.0467792025103965,0,0,0.0492293287907405,0,0,0,0,0.158630939105863,0,0,0,0,0,0,0,0,0.0366309654881588,-0.401995358714811,0,0,0,0,-0.283368257201822,0,0,0,0,0
X600030.CH.EQUITY,0.0314246740885204,0,0,0,0,0,0,0,0.0812137024769702,0,0,0,0,0.0321027102299716,0,0,0,0,0,0,0,0,0,0,0.00367331178929378,0,0,0,0,0,0.303888883115403,0,0,0,0.221762194032966,0,0.293952164520667,0,0,0,0,0,0,0.0505924902615685,0,0,0.0207279641214706,0,0,0,0
X601998.CH.EQUITY,0,0,0.00477876407390102,0,0,0,0,0,0,0,0.0867849721533088,0,0,0,0,0.180170717378064,0,0,0,0.12567569205388,0.233175304799488,0.143083938624325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348772193522237,0.0838823956384079,0,0,0.108750486840653,0,0.0265733656949207,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.180083290461852,0,0,0,0,0,0,0,0,0,0,0,0,0.0978660013647015,0.0703696848685071,0,0,0.285948701607,0,0,0,0,0,0.108922040555589,0,0,0,0,0,0,0,0,0.0415206988324707,0,0,0,0,0,0.0463950714632246,-0.042689252995567
X000001.CH.EQUITY,0,0,0,0,0,0.107693816411267,0,0,0.174296656817884,0,0.133018889220896,0,0,0,0,0,0.0461021727758834,0.0126967956333285,0,0,0,0.00649377451342157,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.176574225137969,0,0,0.161767952796303,0,0.0971809340745345,4.33680868994202e-19,0,0,0,0
X2007.HK.EQUITY,0,0,0,-0.0496061444681918,0,0,0,0,0,0,0,0.109336192801383,0,0.022433709300897,0,0,0,0,0.0996639108621811,0,0,0,0.0866771090638705,0,0,0,0.117559652948866,0.334019774112579,0,0,0,0,0.285330353612521,0,0,0,0,0,0.00207145694389107,0,0,0,0,0,0,0,0,0,-0.0456657815244456,0,0
X1109.HK.EQUITY,0,0,0,0,0.451973807976007,0,0,0,0.155606336884962,0,0,0,0,0,0,0,0,0,0,0.434822251801721,-0.0931223889757797,0,0,0,0,0,0,0,0,0,0,0.181723263618396,0,0.185890358727665,0,0,0,0,0,0,0,0,0.11404106800446,0,0,0,0,0,0,-0.0428255253180552,0
X1113.HK.EQUITY,0,0.164095064933252,0,0,0,0,0,0.0789483826490858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173439169203023,0,0,0,0.0345927455258919,0,0,0.0845778829427097,0,0,0,0,0.0554911634884296,0,0,0,0,0,0,-0.144604481204181,0,0,0,0,-0.162606064054081,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.453025272986865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153451694025991,0,0,0,0.242999292508017,0,0,0,0,0,0.0721410224951804,0,0,0,0.0510176378331816,0,0,0,0,0,0,-0.0826890853568336
X12.HK.EQUITY,0,0,0,0,0,-0.0388145766482547,0,0.346265947751951,0,0,0,0,0,0,0,0.0174991860903762,0,0,0,-0.0613943948654348,0,0,0,0,0,0,0,0.0527033243710225,0,0,0,0,0.134697050604357,1.73472347597681e-18,0,0.361194193179659,0,0,0,0,0,0,0,0,0,0,0,0.322711790682118,-0.418943783796884,0.415288123340076,0.465134701111347
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0949479809369843,0,0,0,0,0,0,0,0,0.523674800910812,0,0,0,0,-0.0979860693770751,0,0.034821877521687,0,0,-0.0189558303167412,0,0.0874235853310244,0,0,0.0394269044577027,0,0,0.0608362589135594,0,0,0,0,0,0.0544852976325763,0,0,-0.0495029947857158,0,0
X823.HK.EQUITY,0,0,0,0.0444883461597649,0,0,0,0,0.159060430270763,0,0,-0.108046268613901,0,0,0.0670851262976449,0.118668918857407,0,0.0205245822788435,0,0,-0.0362810484287285,0,0,0,0,0,0,0.134079203506885,0,0,0,0,0,0,0,0,0,0.277561161030066,0,0,-0.215419314067226,0,0,0,0,-0.0867824296478018,0,0.120854119799274,0,0,0.11621015135526
X600048.CH.EQUITY,0,0,0,0,0,0,0,-0.232430248348522,0.156718630538928,0,0,0,0,0,0,0.105756439182226,0,0,0,0,0,0,0,0,0.399314026772734,0,0,0.074455511001238,0,0,0,0,0,0,0.127670977644173,0,0,0,0,0,0,0,0,0,0.101677398869686,0,0,0,0,-0.216901120303229,0
X001979.CH.EQUITY,0,0.031386359947946,0,0,0,0,0,0,0,0,0,0,0,0.332796200256072,0,-0.0866164993715999,0,0,-0.0272254319300553,0,0,0,0,0,0,0,0,0,0,0.0172078325070518,3.46944695195361e-18,-0.160158119793837,0,0,0,0,0,0,0,0.0308824670573767,0,0.484570030215711,0,0,0,0,0.0107551990404296,0,-0.0658147844052686,0,0.0845056749938025
X601211.CH.EQUITY,0,0.0534582323231677,0,0,0,0,0,0,0,0,0,0,0.0604501237108816,0,0,0,0,0,0,0,0,0.418564470577708,0,0.0292562417395915,8.67361737988404e-19,0,0,0,0.0708651313940861,0,0,0,0,0,0,0.00284603477465231,0.0707229772354559,0,0,0.00631835011950385,0,0,0.0609000906347662,0.0154402546054889,0.00472946312855572,0,0.229306662365657,0,0,0,0
X601336.CH.EQUITY,0,0.103399493594469,-0.0803849958716469,0,0,0,0,0,0.150961321162143,0,0,0,0.150921071367175,0,0,0,0,0.0616885066641319,0,0,0,0.217472345448712,0,0,0,0.0228101741416492,0,0,0,0.0667243131772114,0,0,0,0,0.0957961613066204,0,0,0,0,0,0.151160743603332,0,0,0,0,0,0,0,0,0.071608587158093,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.157970001985096,0,0,0,0,0.0304667076948653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336027098897279,0,0,0.569911365466534,0,0.00189150818445523,0,0.17903640942861,0,0,0,0,0,0,0,0.00554730225525054,0,0,0,0,0.0664827889418749,0,0,0
