,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.365200479981909,0.0945947738990943,0,0,0.294862508094429,0,0,0.0425929042999905,-0.0579922755184528,0.0661587033092085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550333898647019,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.458710497144991,0,0,0.154834277229459,0,0,0,0,0,0,0.112541987116514,0,0,0.0419786239880802,-0.106811152650813,0,0,0,0,0,0,0,0,0,0,0.185896115238432,0,0,0,0,-0.00804166185596494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105510092054037,0.0804816399731587,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295748359861424,0.0947923981559426,0,0,0.17534911473019,0,0,0,0,0,0,0,0,0.189285448802413,0,0,0,0,0,0,0,0.0473717525634066,0,0,0,0,0,0,0,0,0,0,0,0.123168780716277,0,0,0,0,0,0,0,0,0.000569200357458282,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403131073665893,0,0,0,0,0,0.236495952156279,0,0,0,0,0,0.219658157075278,0,0.135313426477315,0,0,0,0,0,0,0,0,0,0.0633272172049199,0,0,0,0,0,0,0,0,-0.510308403359063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250434319512265,-0.0772786143871782
X600036.CH.EQUITY,0,0.0583100531536394,0,0,0,0,0,0,0,0,0,0.192287467763693,0,0,0,0,0,0,0,0.281965174281738,0,0.00985957587530441,0,0,0,0,0,0,0,0,0,0.278341750856418,0,0,0,0,0,0,0,0,0.0691558587060007,0.0482476401888487,0,0.0176395370705202,0,0,0,0.100082240664032,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.136359156000628,0,0,0,0,0,0,0.42442877253431,0,0,0,0,0,0,0,0,0,0,0,0.0332914203543113,0,0,0,0,0,0,0,0,0.172063271723469,0,0,0,0,0,0,0.170660916249337,0,1.73472347597681e-18,0,0
X601658.CH.Equity,0,0,0,0,0.301777668781062,0,0,0,0,0,0,0,0,0.238285983267957,0,0,0,0,0,0,0.226744254031827,0,0,0,0,0,0,0,0.0711411642696335,0,0,0,0,0,0,0,0.0058728149180482,0.112651541836249,0,0,0,0,0,0,0,0,0,0,0,0.230680002667368,0,0
