,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.35925231236154,0,0.308153423300642,0,0,0,0,0,0.0475280547956482,0,0,0,0,0.0512353089619125,0,0,0,0,0,-0.0444740927811986,0,0,0,0,0,0,0.0432735843545033,0,0,0,0,0,0,0,0,0,0,0,0,0.0897232668847608,0,0,0,0,0,0.058507955327432,0,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0,0
X601939.CH.EQUITY,0,0,0,0.332374265130588,0,0.070727532514031,0,0,0,0,0,0,0.438383010248458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0569197438719053,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.353913022119758,0,0.00623678841320756,0,0,0.497565340445439,0.00352920257449832,0,0,0,0,0.0104945637730966,0,0,0.040758166866121,0,0,0,0,0,0,-0.0321727039133052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165042044398155,0,0,0,0,0.0955099995827249,0,0,0.00716886068836248,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0464107478966424,0,0,0,0,0,0,0,0,0,0.0778405261536081,0.0450744525687693,0,0,0.697995283738096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.411098571022425,0,0.0593324082039124,1.38777878078145e-17,0,0,0,0,0.0419293895892073,0,0,0.00817576014503239,0,0,0,0,0,0.0820363017894185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162670312801131,0,0,0,0.0267366936906592,0,0,0,0,0,0,0,0,0,0,0.207338737174465,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.154033097877097,0,0,0,0.0187161249777506,0,0,0,0,0.565103336524702,0,0,0,0,0,0,0,0,0,0,0.0675143764293399,0,0,0,0.0643278344986171,0,0,0,0,0.0609782232544144,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0480707656438813
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.070725822654035,0,0,0.407922768283563,0,0,0.150846564739398,-2.77555756156289e-17,0,0.078102652632027,0,0,0,0,0,0,-0.0287520438279341,0.39983617980194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815042291039341,0,0,0,0,0,0,0,0,0,0,0,0,-0.03362972100987,0,0,0,0.0144089381888219,0,0,0,0,0,0,0,0,0,-0.527527435151125,0.488877019174623,0,0,0.690144188774515,0.343120122229204,-0.390187449885772,0,-0.256472485194326,-0.0379115415293196,0.0584873828742537,-0.448476367024252
