,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.127219766543847,0,0,0,0.119524177425989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441284456651331,0,0,0.0759222004438699,0,0,0,-0.0794080072479279,0.23910767918889,0,0,0,0,0,0,0,0,0,0,0.126019872364241,-0.184394758291748,0,0.139409295592318,0,-0.14928367984079,0
X601939.CH.EQUITY,0.183641846855641,0,0,0.328611623522017,0,0,0,0,0,0,0,0.0241047998078003,0,0.232091580878509,0,0,0,-0.120680230656611,0,0,0,0.059755446437054,0,0,0,0.229184561628802,0,0,0,0,-0.0960198792346673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00552204031811479,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632078988386908,0,0,0.160256287553023,0,0,0,0,0,0.013493066258453,0,0,0.0166310840095501,0,0,0,0,0,0,0,0.122963256104256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011342624103875,0,0,0,-8.67361737988404e-19,0,-0.0427993384621896,0,0
X601988.CH.EQUITY,0,0,0,0.390813018508188,0,0,0,0,0,0.248153437878723,0,0,0,0,0,0.320013880475145,0,0,0,0,0.158152492174074,0,0,0,0,0,0,0.0514448391849189,0,0,0,0,0,0,0,0,0,0,-0.486398218224128,0,0,0,0,0.173561858332889,0,0,0,0,0,0,0.27449310567223,0
X600036.CH.EQUITY,0,0.205871439175771,0,0,0,0,0,0,0.154207634872817,0,0,0,0.137578836096137,0,0,0,0,0,0,0,0,0,0.0855227972374539,0,0,0,0,0,0,0,0,-0.0124584730257977,0.00383061789543021,0,0.306082898986056,0,0,0,0,0,0.0582820696012817,0,0,0,0,0,0.0189325501613725,0,0.0658885513684821,-0.0209579344553747,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.181649965242877,0,0,0,0,-0.193259449694468,0,0,0,0,0,0.0158666268068475,0,0,0,0,0,0,0.332021911535268,0,0,0,0,0,0,0,0,0,0,0.0161209060606849,0.120510328657335,0,0,0,0,0,0.0324761187639779,0,0,0,0,0,0.119698079635514,0.229929863620521,0,0.0265830386777761,0
X601658.CH.Equity,0,0.0718829170424816,0,0.100886558220576,0.0396047880200246,0,0,0,0,0,-0.0322222966445992,0,0,0,0,0,0,0,0,0.267327019207724,0.188587887700923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289461877627278,0,0.095939252740056,0,-0.13411466686046,0,0,-0.0791422436554828,0,0,0,0,0,0,0,0
