,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.134571451186884,0,0,0,0,0,0,-0.00467685970237935,0,0,0,0,0,0,0,0,0,0,-0.0303139998228686,0.0176135650324458,0,0.365083654191101,-0.176012449956717,0.452123186336799,0,0,0.249502136001912,-0.101697015068103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230610231292979,0
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096,0
X601939.CH.EQUITY,0,0.0477450937424915,0,0.795752348174385,0,0,0,0,0,0.0469502816668346,0.0303014814087809,0,-0.0276133837336038,0.020789754812918,0,0,0,0.0833879032867366,0,0,0,0,0.00108245641576328,0,0,0,0.02189018086108,0,0,0,0.0221541534226424,0,0,0,0,0,0,0.0799691740597089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.938082417713175,0,-0.0936170995128072,0,0,0,0,0,0,0,0,0,0.0324735516550297,0,0,0,0.0265554905915555,0,0,-0.0157354501486136,0,0,0,0,0.0791558317624046,0,0,0,0,0,0,0,0,0.0756232243756793,0,0,0,-0.0447897954105722,0,-0.0792818303226668,0,0,0,0,0,0,0,0,0,-0.0158692088586751
X601628.CH.EQUITY,0.0121755323367387,0,0,-3.46944695195361e-18,0,0,0,0,0,0.252642578792564,0,0.169289263771502,0,0,0,0,0,0,0,0.0619633981140368,0,0,0,0,-2.77555756156289e-17,0,-0.0666920952761814,0,0,0,0,0,0,0,0,0,0,0.506936950551918,0,0,0,0,0,0,0,0.0109444315621168,0,0.293397133758546,0,0,0.0517115631915824,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686130654480973,-0.0230804360565211,0,0,0,-0.0291602824780108,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0547543589525802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102347642625056,0,0,0,0.00135997620220384,-0.117020532012983,0,0,0.996640109999283,0.0209377051250341,0
X1299.HK.EQUITY,0,0,0,0,0.103877095566114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297225842673731,0,0,0,0,0,0,0,0,0,0,0.128777149843117,0.306676220639104,0,0,0,0,0,0,0,0,0.0343969525029453,0.057242795680047,0,0,0,0.0510569584906046,0,0,0.105847760265533,-0.0307638525524504
X5.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176432647659612,0,0,0,0,0,0,0,0.196270884760246,0.520415012046568,0,0,0,0,0,0,0,0,0,-0.14654879316598,0.0813541433046968,0,0,0,0,0,0.12447276117408,0,0,-0.155277436877965,0.0327466454230677,0,0,8.67361737988404e-19
X388.HK.EQUITY,0,0,0,0,0.145984084563726,0,0,0.222168254334077,0.0638778445067069,0,0,0,0,0,0,0,0,0,0,0,0.0320509335398794,0.263856273697467,0,0,0.185605704562415,0,-0.124328084158603,0,0,0,0,0,0,0.104319034395518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218322848607678,0,0.263220089811219,0
