,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117234101188858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727850136496396,0,0.425828845648255,0.370061560967933,0.0625189126651983,-0.248584126045004,0,0,0.165460949123915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533093605027796,0,0,0,0,0,0,0,-0.0207163883583296
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232832730623,0,0,0,0,0,0.0163949239730052,0,0,-0.0558579911332037,0,0,0,0.0383671169219402,0.129404519704308,0,0,0,0.00265835592783058,0,0,0,0,0.0312096575593185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716321994234052,0,0,0.00658200998043819,0,0
X601288.CH.EQUITY,0,0,0.899740899528285,0,-0.110162741510656,0,0,0,0,0,0,0,0,0,0,0.0155072014676127,0,0,0.198687035396646,0,0.0684731818443537,0,0,0,-0.0590776402491636,0,0.0159587776961592,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184379843346624,-0.082002167364795,0,0,0,0,0,0,0,0,0,0,-0.0295783025042176
X601628.CH.EQUITY,0.0156140969145118,0,0,3.46944695195361e-18,0,0,0,0,0,0.2954830451019,0,0.235114835765874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850794022712378,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.521666186437505,0,0,0,0,0,0,0,0,0.205770659364855,0,0,0,0.127177774440592,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00284212539522224,-0.136617053120004,0.0795827943127494,0,0.0507676338964598,0,0,0,-0.0218460119896522,0,0,0,-0.000931965307011027,0,0,0,0,-0.0422657354764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108793790617605,0,0,0,0,0,0,0,0,1.05215045556978,0,0
X1299.HK.EQUITY,0,0,0,0,0.0758301765655574,0,0,0,0.10617944508204,0.00779244434006774,0,0,0,0,0,0,0,0,-0.00418818903215465,0,0,0,0,0,0.108197888424291,0,0,0.0036649841985158,0,0,0.242753197511298,0.293861620254143,0,0,0,0,0,0,0,0,0,0,0,0,-0.11191853763039,0,0.192975716751114,0,0.104938942887884,0,0.137562511251924,-0.0214269032634409
X5.HK.EQUITY,0,0,0,0,-0.00869958542607031,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311297812779173,0,0,0,0,0,0,0,0.180755259607953,0.523945534229745,0,0,0,0,0,0,0,0,0,0,0.0495181948614783,0,-0.100889979867496,0,0,0.0502119382208615,0.133726128288984,0,-0.133806715377305,0,0.0436591354975709,0,0,0
X388.HK.EQUITY,-1.73472347597681e-18,0,0,0,0.329023020620127,0,0,0,0.0871464930214942,0,0,0,0,0,0,0,0,-0.242998790540518,0,0,0,0,0,0,0.476847307667201,0.220525173163133,0,0,-8.67361737988404e-19,0,0.0162107324772569,0,0,0,0,0,0,0,0,0,0,-0.161006863497495,0,0,0,0.113661929202771,0,0,-0.0754433399408821,0,0.0744676460961549,0
X601658.CH.Equity,0,0,0.241718355317466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291242261766847,0,-0.075071108896977,0,0,0,-0.105551978608934,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0342116462737602,0,0,0,0.52229528673681,0,0,-0.0988282625641518,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0454410202792671,0,0,-0.11326432620488,0,0.0883170994074238,0,0,0.238754039911631,0,0,0.0659587793977237,0,0,0,0,0,0,0,0,-0.0418515330705379,0.0760862566479233,0,0,0,0,0,0,0,0.0701615153225215,0,0.216229055543539,0,0,0,0.179445839027432,0,0.052700878961867,0,0.0862898478483607,0,0,0.0659816502149211,0,0.0590122510075143,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0609768722062853,0,0,0.0456744085641487,0,0,0,0.732812355655699,0,0,0,0.0077815930418037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308783279689294,0,0,0,0,0,0,-0.0557598312005937,0,0.141096616550126,0,0,0.0476502264808588,0,0,0,0,0,0,0,0,0
