,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.470495129284149,0,0,0.398108026126634,0,0,0,0,0,0,0,0,0,-0.0567878796245681,-0.00473323957865086,0,0,-0.0758933413296635,0,0.0421932751813156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228581605345603,0,0,0,0,0,0,0,0,0,-0.0886137446688557,0,0,-0.188593574471928,0,-0.0310417450825414
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149432137605667,0,0,0,0,0,0,0,0,0.0996463028515602,0,0,0,0,0,0,0,0,0,0,0.122318239549546,0,0,0,0,0.407568300111257,0,0,0,0,0,0,0,0,0.0996013027921252,0,0,0,0.0110804713956816,0,0,0,0,0.0186277147095151,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.135134276928982,0,0,0,0,0.0441237818297914,0,0,0.0697345137713377,0.0893085223516389,0,0,0,0,0,0,0,0,0,0,0.100235711365265,0,0,0,0,0.130067563708116,0,0,0,0,0,0,0,0.0466480262557418,0,0,0,0.0785198193651334,0,0.0670811881249163,0,0,0,0.271561940328996,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.084771435741687,0,0,0,0,0,0,0,0,0.0274800204850552,0,0,0,0.255149421926176,0,0,0.154063050829571,0.206259962350543,0,0.0116199268251292,0,0.43623123265133,0,0,0,-0.0422541170973633,0,-0.317447704426732,0,0,0,0,0,-0.0315175492469869,0,0,0,0,0,0,0,0,0,0,0,0,-0.141225067691861,-0.0407791661591777,0.140652506051634,0
X601988.CH.EQUITY,0,0,0,0.277064372431284,0,0,0,0,0,0.306148251273046,0.179681624132919,-0.057740271801917,0,0,-0.129304488415168,0,0,0,0,0,0,0.0505961440938709,0,0,0,0,0,0.116775746379492,0,0,0,0,0,0.0510935911416721,0,0,0,0,0,0.0519733607502937,0,0,0,0.0248167984419263,0,0,-0.0293339852242043,0.131032686725297,0,0.00873731790483857,0.110523827739269
X600036.CH.EQUITY,0,0.235649835833598,0,0,0,0,0,0,0,0,0,0.0565446417056017,0,0.0713919963404588,0,0,0.047969188822559,0,0,0.0279989522847544,0,0,0,0,0,0,0,-0.0870235938637455,0,0,0.0187478481702736,0.247174581837613,0,0.15458549918846,-0.161227644352754,0.0498032324177565,0,0,0,0.192910819498986,0,0,0,0,0,0,0,0,0,0.223477513399327,0
X1299.HK.EQUITY,0,0.0520645270189104,0,0,0,0,0,0,0,0,0,0,0,-0.0851626145110705,0.010404751096854,0,0,0.303542332508049,0,0.20467422076106,0.305643232199305,0,0,0.167651770092835,0,0,0,0,0,0.0346867110666687,0,0,0,0,0,0,0,0,-0.15463510886588,0,0,0,0,0,0,0,0,0,0,0,-0.208494905710493
X601628.CH.EQUITY,0,0,0,0.0548133892057634,0.00943052574011956,0,0,0,0,0,0.0148197737202793,0,0.0183223199264631,0,0,0,0.178739534173153,0,0,0,0,0,0.0142195538367438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357548769908692,0,0,0,0,0,0,0,0,0,0.165254116122289,0
X601328.CH.EQUITY,0,0.0229820728510117,0.0989685364749792,0,0,0.346448851227312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153415927805895,0,0,0.0443338483459008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416319339960588,0,0.0974676851874627,0.0385660345562205,0,0.139827768011246,0,0,0,0
