,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.111066988438407,0,0.0506187106058828,0,0,0,-0.0758165375690273,0,0,0,0.48255007152632,0,0,0,-0.0723917271325696,0,0,0,0,0,0,0,0,0,0,0,0,0.0567652278708707,0,0,0,0,0,0,0,0.0897133425297045,0,0,0,0,0,0.218746529136377,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0
X601939.CH.EQUITY,0.328697737327164,0,0,0.292480211790634,0,0.0892438629890388,0,-0.0475344926610133,0,0,0,0,0,0,0.136765939480182,0.0323115005318758,0,0,0,0,0,0,0,0.0719152176308646,0,0,0,0,0,0,0,-0.0111861888977713,0,0,0,0,-0.10855648932721,0,0,0.333888680122555,0,0,0,6.93889390390723e-18,0,0,-0.0403619180691477,0,0,0.0117971132989952,0,0
X601288.CH.EQUITY,0.371851774415361,0,0.12405575141196,0,0,0.235336339303334,0,0,0.111751159332171,0,0,0,0,0,0,0,0.0645949513166934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110293902932847,0,0,0,0,0,0,0,0,0.177034957280744,0,0,0
X5.HK.EQUITY,0,0,0.059622875707355,0.230664593661466,0,0.126722778588626,0,-0.406866077690719,0,0,0,0,0.109748682521223,0,0,0,0,-0.0011957189932189,0,0,0.413144985240242,0,0,0,0,0.499781816036453,0,0,0,0,0,0,0,0.10049785319344,0,0,0,0,0,0,0,0,0,0,-0.200275566854908,0,0.115319332142299,0,0,0,0,-0.00665205010579
X601988.CH.EQUITY,0.230280320660009,0,0.220380975098373,0,0,0,0,0,0.100750373056263,0,0.0813970621551556,0.0861270491441019,0,-0.294423592859095,0,0,0,0,0,0,0,0,0.0376987304314525,0.237329613678925,0,0,0,0.117257411336699,0,0,-0.0367551851877815,0,0,0,0,0,0.00890737567381047,0,0,0,0,0,0,0.0934523608858374,0,0,0,0,0,0,0,0.0463022319693056
X600036.CH.EQUITY,0,0,0,0,0.10860772843359,-0.0512741893544408,0,0.25598803483832,0,-0.0451056051862637,0.0108238176840226,0,0.346774020903154,0,0.244802546499135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767234801134118,0,0,0.0831267300707645,0,0,0,0.123691045313753,0,0.0386099172135779,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.209216254711726,0.266321117241378,0,0,0.156305746025436,0,0,0,0,0.0271286210306653,0,0,0,0,0,0,0,0.0710707640368365,0,0,-0.17906786084135,0,0,0,0,0,0,0.265385773144113,0,0,-0.32270154152984,0,0,0,0,0,-0.0840922317952003,0,0,0.0349688226678633,0,0,0,0,0,0,0,0,0,0,0,0.0523892873930483
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127649722129909,0,0,0,0,0,0,0,0.303160496609887,0,0,0,0,0,0,0.0128496491375542,-0.0124272174130574,0,0,0,0,0,0,0,0,0,-0.21736296608892,0,0,0,0.0443155886108245,0,0,0,0,1.73472347597681e-18,0
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.529342093435913,0,0,0,0,0,0,0,0,0.183217900164618,0,0,0,0,0,0,0,0,0,0,0.0446604309352166,0,0,0,0,0,0,0.12760690865069,0,0.0357323030667505,0,0.0783961723346787,0,0,0,0,0,-0.0316389605950722,0.0176521680417551,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.159134052597309,4.33680868994202e-19,0,0,0,0.435998621259414,0,0,0.0120932717761656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806785992152711,0,0,-0.0395585462429623,0,0,0,0.0434992556068313,0,0,0,0,0,0,0,0,0,0,0,0.0470203782920568,0,0.1690548780492,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234068932042328,0,-0.0551028251946037,0,-0.0119830357518757,0,0.130544435916995,0,0,0,0,-0.126331738253357,0.328981734714087,0,0,0,0,0.163975945083553,0,0,0,0,0.0942914921719495,0,0,0.0920505978387863,0.021490409887665,0,0,0,0,-6.93889390390723e-18,0,0.000710877388088137
X000001.CH.EQUITY,0,0.0964597629534117,0.0965121770142727,0,0,0,0.0179085616021266,0,0,0,0.245231408765645,0,0,0,0,0.00596659846830355,0,0,0,0,0.160241894181038,0,0,0,0,0,0.178111486425324,0,0,0.0746528929378283,0,0,-0.234083461964635,0,0.0978964686142854,0.0377257227983682,-0.0996051636590361,0,0,0,-0.0142400108528916,0,0,0,0,0,0,0.312844208858585,0,0,0,-0.0371316366230419
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0,0
