,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.137730733703291,0,0,0,0.522022351537036,0,0.0295424389498044,0,0,0,0,0,0,0,0,-0.152604239417574,0,0.0382895525213007,0,0.0662934919006084,0,0,0,0,0,0.0440278204892974,0.133204445706703,0,0,0,0,0,0,-0.0512540230731451,0,0,0,0,0,0,0,0,0,0,0.00926165869449681,-0.210468073513622,0,0.0944084564057728,0,0,-0.130823337348218
X601939.CH.EQUITY,0.132094135068297,0,0,0.151317625232188,0,0,0,0,0,0,0,0,0,0.38779949547401,0,0,0,-0.116856905439456,0,0,0,0.014489781025073,0,0,0,0.234437379034822,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264208575683851,0,0,0,0,0,0,0,0,0.0293521062151014,0.0328092348927118,0,0,0.0729982104880945
X601318.CH.EQUITY,0,0,0,0,0.264564867017258,0.0109360181939691,0,0,0,0,0,0,0,0,0.021736112840099,0,0.0226216588369351,0,0,0,0,0,0.0292390329061835,0,0,0,0,0.0808577007815689,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.396997781814464,0,0,0,0.1454927490385,0,0,0,0,0
X601288.CH.EQUITY,0,0.573816625329125,0,0,0,0,0,0,0,0,0,0,0,0.111409302147416,0,0,0,0,0,0,0,0.170307710486054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576736158466389,0,0,0,0,0,0,0,-0.0557899287034012,0.0300495543038365,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.436514888240911,0,0,0,0,0,0.203408078943942,0,0,0,0,0,0.335174024059551,0,0,0,0,0.157260001847344,0,0,0,-0.0421976978229226,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437365416942986,0,-0.0338674713065885,0,0,0.200947132524826,0,0,0,0,0.0183578544389112,0,0,0.378610510101147
X600036.CH.EQUITY,0,0.161243888742952,0,0,0,0,0,0.145693101262993,0,0,0,0,0.229874119474586,0,0,0,0,0,0,0,0,0,0.0888881342386827,0,0,0,0,0,0,0,0,0,0.00928457978092564,0.2965506130762,0,0,0,0,0,0,0,0.0611193775665945,0,0,0,0,0,0,0.00487693369108035,0,0.0217577526385614,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222772349512032,0,0.0438994295133621,0,0,0.187388437474725,0,0,0,0,0,0,0.103678299752664,0.0388096044378821,0,0,0,0.0476838017873042,0,0.0209375384425229,0,0,0,0,0,0,0,0,0,0,0.290795760868748,0,0,0,0.0399980171216979,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.421043563120023,0,0,0,0,-0.180135367810191,0,0,0,0,0,0,0,0,0.0533555416995124,0,0,0,0.168494210558474,0,0,0,0,0,0,0,0,0,0,0,0.00660586689946095,0,0,0.0472366309162406,0.121951027714118,0,0.0863596420152564,0,-0.0354799137486156,0,0,0,0,0,0,0.0241918444033168,0.0571157197518097
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062964271991091,0.125338798967885,-0.273970773740196,0,0.07861676868762,0,0,0,3.46944695195361e-18,-0.478934073900755,0.89231004020224,0.0339827859946131,0,0.577205637105592,0,0,0,0,0,0,0,0,0.0231892117135062,0,0,0,0,0,0,0,0,0,0.0975089856804464,0,0,0,0,0
X601658.CH.Equity,0,0.0995428487804567,0,0.128334666123106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370762522513183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169130658150218,0.0966443907768409,0,0,0,0,-0.0441761558633531,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187168347693883,0.0489337256108644,0,0,0,0,0,-0.0365170434133586,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.478042433723075,0,0,0,0.0350661192778281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924063653137432,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.12378721806586,0.264039458283531,0,0,0,0,0,0,0,0,0.0459271188805995,0,0.0459975538619422,0,0.2359844957186,0,0,0,0,0,0,0.0539316180309853,0,0,0,0,0,0,0,0.071263210270841,0.075581283338522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349928958597712,0,0,0
X601166.CH.EQUITY,0,0.0904919382594568,0,0.0919831850430309,0,0.101277610498698,0,0,0,0.0373589345929636,0,-1.73472347597681e-18,0,0.157747270159027,0.126020792419144,0,0,0,0,0,0.0692950073132595,0.0722935766652658,0,0,0,0,0,0,0,0.173523515249295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199012324818534,0,0,0
X600000.CH.EQUITY,0,0,0,0.227120495869006,0.0314489674546799,0.116715653358863,0,0,0.0674115208350316,0,0,0.0875474930226477,0.183188963054997,0,0,0,0,0,0,0,0,0.050628344799385,0,0,0,0,0,0,0,0.0881462247564317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534739292303738,0,0,-0.0148364995573194,0
