,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.370530516435497,0.0672181624291043,0,0.0636569072704949,0,0,0,0,0,0.281184161339285,0,0,0,0,0,0,0,0,0.0275292041434215,0,0,-0.00530933966011688,-0.0226538196312314,0,0.0165024655159568,0,0,0,0,0,0,0,0,0,0,0.0142802209583614,0,0,0,0,0,0,0.0216058206751825,0,0,0,0,-4.33680868994202e-19,0,0.160636139498172,0
X601939.CH.EQUITY,0.451845794958594,0,0,0.0803436620228789,0,0,0,0,0,0,0,0,0,0.105197861538398,-0.150784864937066,0,0,0,0,0,0,0,0,0,0,0.278220285845789,0,0,0,0,0,0,0,0,0,0,0,-0.0217425877779561,0,0,0,0,0,0,0,0,0,0.140608264546674,0,0.0722824571058258,-0.0727058484341679,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297097356354709,0.0952622802307982,0,0,0.174390603998541,0,0,0,0,0,0,0,0,0.189446984845449,0,0,0,0,0,0,0.0453430291295872,0,0,0,0,0,0,0,0,0,0,0,0,0.121980645138351,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379226849997476,0,0,0,0,0,0.333079519808813,0,0,0,0,0,0.211826158658025,0,0.137125424243045,0,0,0,0,0,0,0,0,0.0686154661979793,0,0,0,0,0,0,0,0,0,0,-0.50548600079538,0,0,0,0,0,0,0,0.011538416151664,0,0,0,0,0,0.310933645875092
X600036.CH.EQUITY,0,0.0319124929202577,0,0,0,0,0,0,0.0103084324610533,0,0,-0.0293149620896832,0.203931299629953,0,-0.00935313266345249,0,0,0.102326055386064,0,0.212101256043657,0,0,0,0.0744874134602506,0,0,0,0,0,0,0,0.335216216991503,0,0,0,0,0,0,0,0,0,0.0267095708469727,0,0.147310336457949,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0.0411014226678639
X601658.CH.Equity,0,0,0,0,0.136048983957404,0,0,0,0,0,0,0,0,0,0,0,0,0.26824549134491,0,0,0,0.0280215248520997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323453154211567,0,0.164184292686799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
