,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0272238267350871,0,0.205643364303796,0.0400489260728292,0.0161695117237219,0,0,0,0,0,0,0,0,0,0,0.208685366889542,0,0,0,0,0,0.00101251761838087,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.024319083826466,0,0,0,0,0.0651517821994351,0,0,0,0,0,0.113126825008447,0,-0.041278651301402,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218
X601939.CH.EQUITY,0,0,0,0,0.122886978552771,0,0,0,0,0,0.0937485400217126,0,0,0,0,0,0,0,0,0,0.00265961914753686,0,0,0.567997689016945,0,0.165267521827945,0,0.125906160548121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00594952015316676,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0
X601288.CH.EQUITY,0.126577399337438,0.127300235993443,0.0563997830328621,0,0,0.103066497215379,0,0.398721165096737,0,0,0.0186068086456294,0,0,0,0,0.0105135041905808,0,0,0,0,0,0,0,0,0,0,0,0,0.0697901249472721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337195036514874,0,0,0,0,0.0548094524157427,0,0,0,-0.0873088827514963
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0.247106852521866
X1299.HK.EQUITY,0,0,-0.0733263822997486,0.0176354611903758,0,0,0,0,0,0,0,0.120624476044986,0,0,0,0,0,0,0,0,0.179667270723698,0,0,0,0,0,0.170187660763606,0,0,0,0,0,0,0,0,0,0,0.0689426282253599,0,0.1679645504676,0.0103719772189312,0,0.0405375161271954,0,0.112561169090897,0.0542635240532669,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.132530488377501,0.730840553558082,0,0,0,0,0,0,0,0.0297604297043487,0,0,0,0.0185681968615694,0,0,0,0.0808992765983382,0,0.19967116782081,0,0,0,0,-0.0347173953951849,0,0,-0.134618983469831,0.125837356661404,0.0351526713593876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868698486231235
X5.HK.EQUITY,0,0,0,0,0,0.00956943844136259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130371692975478,0,0,0,0,0.0847276134233499,0,0.179553623340883,0.0154771080575629,0,0,0,0,0,0,0,0,0,0,0,0.337381812127138,0,0,0,0,0,0.149619852445782,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836020311894013,0.041031591979727,0,0.0375797922960588,0,0,0,0,0.0373184206166844,0,0.123606559781758,0,0.0446520753060751,0,0,0,0,0,0,0,0.157405509605491,0,0,0,0,0,0.391817812811754,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.234461456617683,0,3.46944695195361e-18,0,-0.101129533789133,0.219638674539447,0,0,0.187184389736407,0,0,0.190643152667886,0.371020790991685,0,0,0,0,0.100812123922309,0,0,0,0,-0.116871889462388,0,0.0436750172620005,0,-0.385113544442571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485410668874261,0,0.00528781918791382
X388.HK.EQUITY,0,0,-0.0347035069526864,-0.10992268383611,0,0,0.131656616380872,0,0,0,0,0,0,0,0,-0.127910637847124,0,0,0,0,-0.11094012390501,0.545144459322897,0,0,0,0,0.177915586419082,0,0,0,0,0,-0.0307151843706213,0,0,0,0,0,0.0954182334653742,0,0,0.133851950505585,0.029683543177124,0,0,0,0,0,0,0,0.123044878279485,0
X000001.CH.EQUITY,0,0.115161478441124,0,0.222394934289377,0.17573163943142,0,0,0,0,0.412164183893989,0,0.0899677182551892,0,0,0,0,0,0,0,0,0,0,0.325761109047152,0,0.0755868710808438,0,0.0413465187199963,0,0,0,-0.103498200229235,-0.123673535466048,-0.17841217046768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109334243563704,0,0.0267492036288174
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0505481999026244,0,0,0,0,0,0,0.409583221877482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246220620340435,0.0160881736474822,0.194827726792368,0.095183173478785,0,0,0,0,0.2125333011785,0,0.0600669117056846,0.0471376296076502,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0860737843701292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00396184881008617,0,0,0,0,0.243318550252472,0,0,0,0.398916253900718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115178384834129
X601601.CH.EQUITY,0,0.0651317039544385,0,0,0,0,0,0,0.0106218374581749,0,0,-0.0329452774318516,0.243029930940213,0,0,0,0,0.228309111693236,0,0.0725665331779138,0,0,0,0,0.168463262795816,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480282842987976,0.130820563201549,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0396379973965967,0.0142680488213062,0,0,0.117794947310131,0,0,0,0,0.06705226570894,0,0.33968133597247,0,0,0,0,0,0,0,0.127924010018858,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0552716754080078,0,0,0,0,0,0,0.0620874459121936,0,0,0,0,0.0524881403048762,0,0,0,0
X600000.CH.EQUITY,0,0.116281415876624,0,0.0387608855533035,0,0,0,0,0,0,0,0,0,0,0,0,0.435728905552821,0,0,0,0,0,0,0.030506997394364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445184200494886,0,0,0,0,0,0,0.0838024688454711,0,0,0,0.00533046149332416,0.0315633813825343,0,0
