,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.418662503608382,0,0,0,0.0542330529961758,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0127489900578066,0,0,0,0,0,0,0,0,0,0,-0.0126297030044049,0,0,0,0,0,0,0,0.231398465344754,0,0,0,0,0,0,0,0,0,0.010350769374596,0.0304294683421973,0.239435737859282,-0.0181771434125371,0
X601318.CH.EQUITY,0,0,0,0,0.046683266175412,0,0,0.0485945410256512,0.0893018536660815,0,0,0,0,0.0493277239968618,0,0,0,0,0.251095401829078,0,0.254830593528467,0.136500213050715,0,0,0,0,0.0579519835375753,0.0842658928761546,0,0,0,0,0,0,0,0.00548395409703358,0,0,0,0,0,0,0,0,0,0.0196794960441091,0,0,0,0,0,0.112475491199609
X601939.CH.EQUITY,0,0,0,0.279706836055369,0,0,0,0,0,-0.0135834759947806,0.0840866535231923,0,0,0,0,0,0,0,0,0.0400886841836383,0,-0.253754192896587,0.0280341402020616,0.574322123801815,0,0.122822081964032,-0.158235931224261,0.103680066963799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837483898462905,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.236741526527656,0,0.0606643962299341,0,0,0,-0.0377243020372194,0.226121211926996,0,0,0,-0.063310567399067,0,0,0,0.168676106913176,0,0.0826765904532146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194773844412319,0,0,0.0851048448278542,0,0.0582175458399186,0
X600036.CH.EQUITY,0,0.201232047077334,0,0,0,0.0187577091615317,0.113530998826178,0.0971159118312336,0,0,0,0,0,0.181697805020043,0,0,0,0,0,0,0,0,0.0882657755544144,0,0,0,0,0,0.338692640450765,0.0058393473383927,0,0.0591156919652376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293287038359829
X601628.CH.EQUITY,0.0860302946626888,0,0,0,0,0,0,0,0,0.00230980242827727,0,0,0,0,0,-0.0427397835321623,0,0.185384252049361,0,0,0,0.0531287611682541,0,0,0,0,-0.0418548867532657,0,-0.104833445545292,0,0,0.0376887947693453,0.21722099847039,0,0.0856763872318327,0,0,0.54594698736864,0,0,-0.0354067534950944,0,0.0703083343411715,0,0,0,0,0,0,0,0,0.0263345131397434
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.238910814342697,0,0,0,-0.0475066935703061,0,0,0,0,0,0,0,0,0,0,0.0762284120388428,0,1.45275495001239e-05,0,0,0,0,0,0,0,0.0166165615121283,0,0,0,0,0.115008625409491,0.193860668077378,0.107895470495442,0,0,0,0,0,0.0709690811710024,0.121615451649681,0,0.0571295076553372,0
X601988.CH.EQUITY,0.0628719214169421,0,0.0237035811447512,0.137023988529385,0.267075889308006,0,0,0,0,0,0,0,0,0.109452324165595,0,0.24538041560796,0,0,0,0,0,0,-0.0399680222729136,0,0,0,0,0.145257700758317,0,0.0620154809278438,0,0,-0.123445108412566,0,0,0.154300313219349,0,0,0,-0.0912468884504935,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283511109049812,0,0,0,0,0,0.0437186019969079,0,0,0,0,0,0,0,0,0,0,0.141878615676979,0,0.0124418587457809,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.000395513368012878,0.474212959453086,0,0,0.260802555941729,0,0.194206498199201,0,-8.67361737988404e-19,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260568192476253,0,0.0760276442043593,0,0,0,-0.0106127919345148,-0.0704339645668134,0,0,0,0,0,0,0,0,0,0.431995334804457,0,0,0,0,0.277382212152364,0,-0.0313326630626601,0,0,0,0,0,0,0,0,0,0.323337190243631,0,0,0,0.0216451301387966,0.0925244391232894,0,0,0,0,0,0,0,0
