,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,1.38777878078145e-17,0.253187948456768,0.0647570665085403,-2.16840434497101e-19,0,0,0.342240969311752,0,0,0,0.130564191991291,0,0,0,0.0262903146527686,0,0,0,0,0,0,0,0.119830327188729,0,0.00359400811230377,-0.0118832331208823,0,0,3.46944695195361e-18,0.0349441282363405,0,0,0,0,0,0,0.118736048565928,0,0,0,0,0,0,0,0,0,0,0,-0.00945492289503116,0,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.41003093032165,0.271118019496336,0,0,0,0,0,0.396732604157823,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0979530046110301,0,0,0.0249869870769598,0,0,0,0,0,0.0907262199058281,-0.013013415351069,0,0,0.0160848033105338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157054746898128,0
X600036.CH.EQUITY,0,0.077174562090229,0,0,0,0.114929259895143,0,0,0,0,0,-0.0442455043840265,0.0655569862393837,0,0,0.104453800027823,0,0.114612341120497,0,0,0,0,0.436836554828143,0,0.0724690107296149,0,0,0,0.0581450585630901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971942255421621,0.0237376249579804
X601288.CH.EQUITY,0,0,0,0,0,0,0.0157578992453528,0.498564911450996,0,-0.0819803892527358,0,0.0894132705332018,0,0,0,0,0,0,0,0,0,0,0,0.131877951248804,0.0565120616494495,0,0,0,0.0926032828367904,0,0,0,0.0354503724268095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423454154786131,-6.93889390390723e-18,0.022926851452906,0,0
X1299.HK.EQUITY,0,0,-0.0476134785591005,0,0,0,0,0,0,0.110364744125998,0,0,0,0,0,0,0,0,0,0,0,0.0368973732152754,0,0,0.133125437931821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136488278310839,0,0.0792068273118873,0.232287028061877,0,0.155191222841563,0,0,0,0,0.238597557653613,0,0
X601628.CH.EQUITY,0.14360039277774,0,0,-0.00680175288318497,0,0,0,0,0,0,0,0,-0.0268371316535748,0,1.73472347597681e-18,-0.190420871807408,0,0,0,0.147123965426747,0,0,0,0,0,-0.108633669914224,0,0,0,0,0,0,0,0,0.585024631893816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765596486785159
X601988.CH.EQUITY,0,0,0.0527206277105296,3.46944695195361e-18,0.522286775790304,0,0,0,0,0.0529770689673341,0,0,0.167694672379745,0,0,0,0.0581308150749049,0,0.0728249409253778,0,0,0,0,0,0.107215635567194,0,0,0.0305179850840477,0,0.0473434191490342,0,0,0,0,0,0,0.0599789767349057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.222931429556083,0.113751256256272,0,0,0,0,0,0,-0.0741994694136194,0,0,0,-0.214620636323907,0,0,0,0,0,0,0,0,0,0,0.171200228020021,0.0289331100817478,0.185463400965782,0,0,0,0,0,0,0,-0.0318575588751077,0,0,0,0,0,0,0.142414183173707,0,0,0.107001763298752,0,0,0.0262201825727697,0,0,0.102634269774899,-0.177329587392781
X388.HK.EQUITY,0,0,0,-0.148515534988631,0,0.340497620807317,0,0,0,0,0,0,0,0,-0.0485373428137101,0,0,0,0,0.289292111906804,0,-0.200594463125731,0,0,0,0,0,0,0,0,0.0360743469620458,0,-0.0934430640759087,0,0,0,0,0,0.0637868947584987,0,0,0,0,0.189007667303894,0,0,-0.028338362994055,0.0396744988275506,0,0,0.196940569489864,-0.0900745687231714
